ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",ALL SUSPECTED CANCER,3956,2307,1649,0.583164812942366,ALL CANCERS TWO WEEK WAIT,2021-06-01
14Y,NHS BUCKINGHAMSHIRE CCG,ALL SUSPECTED CANCER,2098,1706,392,0.813155386081983,ALL CANCERS TWO WEEK WAIT,2021-06-01
00V,NHS BURY CCG,ALL SUSPECTED CANCER,874,627,247,0.717391304347826,ALL CANCERS TWO WEEK WAIT,2021-06-01
02T,NHS CALDERDALE CCG,ALL SUSPECTED CANCER,875,857,18,0.979428571428571,ALL CANCERS TWO WEEK WAIT,2021-06-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,ALL SUSPECTED CANCER,3285,2739,546,0.8337899543379,ALL CANCERS TWO WEEK WAIT,2021-06-01
04Y,NHS CANNOCK CHASE CCG,ALL SUSPECTED CANCER,560,453,107,0.808928571428571,ALL CANCERS TWO WEEK WAIT,2021-06-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,ALL SUSPECTED CANCER,820,660,160,,ALL CANCERS TWO WEEK WAIT,2021-06-01
27D,NHS CHESHIRE CCG,ALL SUSPECTED CANCER,3232,2782,450,0.860767326732673,ALL CANCERS TWO WEEK WAIT,2021-06-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,ALL SUSPECTED CANCER,940,906,34,0.963829787234043,ALL CANCERS TWO WEEK WAIT,2021-06-01
84H,NHS COUNTY DURHAM CCG,ALL SUSPECTED CANCER,2162,1760,402,0.814061054579093,ALL CANCERS TWO WEEK WAIT,2021-06-01
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,ALL SUSPECTED CANCER,4268,3542,726,0.829896907216495,ALL CANCERS TWO WEEK WAIT,2021-06-01
15M,NHS DERBY AND DERBYSHIRE CCG,ALL SUSPECTED CANCER,3873,3338,535,0.861864187967983,ALL CANCERS TWO WEEK WAIT,2021-06-01
15N,NHS DEVON CCG,ALL SUSPECTED CANCER,6572,5048,1524,0.768107121119903,ALL CANCERS TWO WEEK WAIT,2021-06-01
02X,NHS DONCASTER CCG,ALL SUSPECTED CANCER,1099,934,165,,ALL CANCERS TWO WEEK WAIT,2021-06-01
11J,NHS DORSET CCG,ALL SUSPECTED CANCER,3695,2347,1348,,ALL CANCERS TWO WEEK WAIT,2021-06-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,ALL SUSPECTED CANCER,2098,1958,140,0.933269780743565,ALL CANCERS TWO WEEK WAIT,2021-06-01
01A,NHS EAST LANCASHIRE CCG,ALL SUSPECTED CANCER,100,93,7,,ALL CANCERS TWO WEEK WAIT,2021-06-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,ALL SUSPECTED CANCER,1342,938,404,0.698956780923994,ALL CANCERS TWO WEEK WAIT,2021-06-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,ALL SUSPECTED CANCER,1319,1035,284,0.784685367702805,ALL CANCERS TWO WEEK WAIT,2021-06-01
05D,NHS EAST STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,553,399,154,0.721518987341772,ALL CANCERS TWO WEEK WAIT,2021-06-01
97R,NHS EAST SUSSEX CCG,ALL SUSPECTED CANCER,2833,2720,113,0.960112954465231,ALL CANCERS TWO WEEK WAIT,2021-06-01
D4U1Y,NHS FRIMLEY CCG,ALL SUSPECTED CANCER,2631,2433,198,0.924743443557583,ALL CANCERS TWO WEEK WAIT,2021-06-01
02M,NHS FYLDE AND WYRE CCG,ALL SUSPECTED CANCER,1002,969,33,0.967065868263473,ALL CANCERS TWO WEEK WAIT,2021-06-01
11M,NHS GLOUCESTERSHIRE CCG,ALL SUSPECTED CANCER,2185,2012,173,0.920823798627002,ALL CANCERS TWO WEEK WAIT,2021-06-01
01E,NHS GREATER PRESTON CCG,ALL SUSPECTED CANCER,1108,1057,51,0.953971119133574,ALL CANCERS TWO WEEK WAIT,2021-06-01
01F,NHS HALTON CCG,ALL SUSPECTED CANCER,647,572,75,0.884080370942813,ALL CANCERS TWO WEEK WAIT,2021-06-01
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",ALL SUSPECTED CANCER,6046,5355,691,0.885709560039696,ALL CANCERS TWO WEEK WAIT,2021-06-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,ALL SUSPECTED CANCER,3128,2278,850,0.728260869565217,ALL CANCERS TWO WEEK WAIT,2021-06-01
06N,NHS HERTS VALLEYS CCG,ALL SUSPECTED CANCER,2324,2118,206,0.911359724612737,ALL CANCERS TWO WEEK WAIT,2021-06-01
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",ALL SUSPECTED CANCER,928,797,131,0.858836206896552,ALL CANCERS TWO WEEK WAIT,2021-06-01
03F,NHS HULL CCG,ALL SUSPECTED CANCER,1026,754,272,0.734892787524366,ALL CANCERS TWO WEEK WAIT,2021-06-01
06L,NHS IPSWICH AND EAST SUFFOLK CCG,ALL SUSPECTED CANCER,1690,1207,483,0.714201183431953,ALL CANCERS TWO WEEK WAIT,2021-06-01
91Q,NHS KENT AND MEDWAY CCG,ALL SUSPECTED CANCER,9321,9041,280,0.969960304688338,ALL CANCERS TWO WEEK WAIT,2021-06-01
11N,NHS KERNOW CCG,ALL SUSPECTED CANCER,2803,2573,230,0.917945058865501,ALL CANCERS TWO WEEK WAIT,2021-06-01
X2C4Y,NHS KIRKLEES CCG,ALL SUSPECTED CANCER,1620,1572,48,0.97037037037037,ALL CANCERS TWO WEEK WAIT,2021-06-01
01J,NHS KNOWSLEY CCG,ALL SUSPECTED CANCER,837,743,94,0.887694145758662,ALL CANCERS TWO WEEK WAIT,2021-06-01
15F,NHS LEEDS CCG,ALL SUSPECTED CANCER,3610,2514,1096,0.696398891966759,ALL CANCERS TWO WEEK WAIT,2021-06-01
04C,NHS LEICESTER CITY CCG,ALL SUSPECTED CANCER,1102,833,269,0.755898366606171,ALL CANCERS TWO WEEK WAIT,2021-06-01
71E,NHS LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,3500,2820,680,0.805714285714286,ALL CANCERS TWO WEEK WAIT,2021-06-01
99A,NHS LIVERPOOL CCG,ALL SUSPECTED CANCER,2212,2117,95,0.957052441229656,ALL CANCERS TWO WEEK WAIT,2021-06-01
14L,NHS MANCHESTER CCG,ALL SUSPECTED CANCER,2308,1985,323,0.860051993067591,ALL CANCERS TWO WEEK WAIT,2021-06-01
06Q,NHS MID ESSEX CCG,ALL SUSPECTED CANCER,1741,1448,293,,ALL CANCERS TWO WEEK WAIT,2021-06-01
01K,NHS MORECAMBE BAY CCG,ALL SUSPECTED CANCER,1511,1376,135,0.910655195234944,ALL CANCERS TWO WEEK WAIT,2021-06-01
13T,NHS NEWCASTLE GATESHEAD CCG,ALL SUSPECTED CANCER,1821,1221,600,0.670510708401977,ALL CANCERS TWO WEEK WAIT,2021-06-01
26A,NHS NORFOLK AND WAVENEY CCG,ALL SUSPECTED CANCER,4249,2901,1348,0.682748882089903,ALL CANCERS TWO WEEK WAIT,2021-06-01
93C,NHS NORTH CENTRAL LONDON CCG,ALL SUSPECTED CANCER,6512,5578,934,0.856572481572482,ALL CANCERS TWO WEEK WAIT,2021-06-01
01H,NHS NORTH CUMBRIA CCG,ALL SUSPECTED CANCER,1279,1083,196,0.846755277560594,ALL CANCERS TWO WEEK WAIT,2021-06-01
06T,NHS NORTH EAST ESSEX CCG,ALL SUSPECTED CANCER,1844,1439,405,0.780368763557484,ALL CANCERS TWO WEEK WAIT,2021-06-01
03H,NHS NORTH EAST LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,514,506,8,0.98443579766537,ALL CANCERS TWO WEEK WAIT,2021-06-01
A3A8R,NHS NORTH EAST LONDON CCG,ALL SUSPECTED CANCER,6588,5979,609,0.907559198542805,ALL CANCERS TWO WEEK WAIT,2021-06-01
03K,NHS NORTH LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,595,571,24,0.959663865546219,ALL CANCERS TWO WEEK WAIT,2021-06-01
05G,NHS NORTH STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,996,880,116,0.883534136546185,ALL CANCERS TWO WEEK WAIT,2021-06-01
99C,NHS NORTH TYNESIDE CCG,ALL SUSPECTED CANCER,969,786,183,0.811145510835913,ALL CANCERS TWO WEEK WAIT,2021-06-01
W2U3Z,NHS NORTH WEST LONDON CCG,ALL SUSPECTED CANCER,8234,7255,979,0.881102744717027,ALL CANCERS TWO WEEK WAIT,2021-06-01
42D,NHS NORTH YORKSHIRE CCG,ALL SUSPECTED CANCER,1702,1528,174,0.897767332549941,ALL CANCERS TWO WEEK WAIT,2021-06-01
78H,NHS NORTHAMPTONSHIRE CCG,ALL SUSPECTED CANCER,2543,2407,136,,ALL CANCERS TWO WEEK WAIT,2021-06-01
00L,NHS NORTHUMBERLAND CCG,ALL SUSPECTED CANCER,1414,1141,273,0.806930693069307,ALL CANCERS TWO WEEK WAIT,2021-06-01
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,ALL SUSPECTED CANCER,4389,3882,507,0.884483937115516,ALL CANCERS TWO WEEK WAIT,2021-06-01
00Y,NHS OLDHAM CCG,ALL SUSPECTED CANCER,829,766,63,0.92400482509047,ALL CANCERS TWO WEEK WAIT,2021-06-01
10Q,NHS OXFORDSHIRE CCG,ALL SUSPECTED CANCER,2139,1587,552,0.741935483870968,ALL CANCERS TWO WEEK WAIT,2021-06-01
10R,NHS PORTSMOUTH CCG,ALL SUSPECTED CANCER,579,558,21,0.963730569948187,ALL CANCERS TWO WEEK WAIT,2021-06-01
03L,NHS ROTHERHAM CCG,ALL SUSPECTED CANCER,871,816,55,0.936854190585534,ALL CANCERS TWO WEEK WAIT,2021-06-01
01G,NHS SALFORD CCG,ALL SUSPECTED CANCER,1055,862,193,0.817061611374408,ALL CANCERS TWO WEEK WAIT,2021-06-01
03N,NHS SHEFFIELD CCG,ALL SUSPECTED CANCER,1744,1421,323,0.814793577981651,ALL CANCERS TWO WEEK WAIT,2021-06-01
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",ALL SUSPECTED CANCER,2179,1721,458,0.789811840293713,ALL CANCERS TWO WEEK WAIT,2021-06-01
11X,NHS SOMERSET CCG,ALL SUSPECTED CANCER,2304,2069,235,0.898003472222222,ALL CANCERS TWO WEEK WAIT,2021-06-01
72Q,NHS SOUTH EAST LONDON CCG,ALL SUSPECTED CANCER,7726,6969,757,0.902019156096298,ALL CANCERS TWO WEEK WAIT,2021-06-01
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,ALL SUSPECTED CANCER,985,726,259,0.737055837563452,ALL CANCERS TWO WEEK WAIT,2021-06-01
01T,NHS SOUTH SEFTON CCG,ALL SUSPECTED CANCER,813,749,64,0.921279212792128,ALL CANCERS TWO WEEK WAIT,2021-06-01
00N,NHS SOUTH TYNESIDE CCG,ALL SUSPECTED CANCER,729,534,195,0.732510288065844,ALL CANCERS TWO WEEK WAIT,2021-06-01
36L,NHS SOUTH WEST LONDON CCG,ALL SUSPECTED CANCER,5634,5355,279,0.950479233226837,ALL CANCERS TWO WEEK WAIT,2021-06-01
99G,NHS SOUTHEND CCG,ALL SUSPECTED CANCER,854,662,192,,ALL CANCERS TWO WEEK WAIT,2021-06-01
01V,NHS SOUTHPORT AND FORMBY CCG,ALL SUSPECTED CANCER,684,587,97,0.858187134502924,ALL CANCERS TWO WEEK WAIT,2021-06-01
01X,NHS ST HELENS CCG,ALL SUSPECTED CANCER,1044,910,134,0.871647509578544,ALL CANCERS TWO WEEK WAIT,2021-06-01
05V,NHS STAFFORD AND SURROUNDS CCG,ALL SUSPECTED CANCER,731,666,65,0.911080711354309,ALL CANCERS TWO WEEK WAIT,2021-06-01
01W,NHS STOCKPORT CCG,ALL SUSPECTED CANCER,1500,1171,329,0.780666666666667,ALL CANCERS TWO WEEK WAIT,2021-06-01
05W,NHS STOKE ON TRENT CCG,ALL SUSPECTED CANCER,1311,1181,130,0.900839054157132,ALL CANCERS TWO WEEK WAIT,2021-06-01
00P,NHS SUNDERLAND CCG,ALL SUSPECTED CANCER,1312,1078,234,0.821646341463415,ALL CANCERS TWO WEEK WAIT,2021-06-01
92A,NHS SURREY HEARTLANDS CCG,ALL SUSPECTED CANCER,4351,4083,268,0.938404964376006,ALL CANCERS TWO WEEK WAIT,2021-06-01
01Y,NHS TAMESIDE AND GLOSSOP CCG,ALL SUSPECTED CANCER,1090,1036,54,0.95045871559633,ALL CANCERS TWO WEEK WAIT,2021-06-01
16C,NHS TEES VALLEY CCG,ALL SUSPECTED CANCER,2525,2265,260,0.897029702970297,ALL CANCERS TWO WEEK WAIT,2021-06-01
07G,NHS THURROCK CCG,ALL SUSPECTED CANCER,545,492,53,,ALL CANCERS TWO WEEK WAIT,2021-06-01
02A,NHS TRAFFORD CCG,ALL SUSPECTED CANCER,1026,913,113,0.889863547758285,ALL CANCERS TWO WEEK WAIT,2021-06-01
03Q,NHS VALE OF YORK CCG,ALL SUSPECTED CANCER,1157,1092,65,0.943820224719101,ALL CANCERS TWO WEEK WAIT,2021-06-01
03R,NHS WAKEFIELD CCG,ALL SUSPECTED CANCER,1755,1707,48,0.972649572649573,ALL CANCERS TWO WEEK WAIT,2021-06-01
02E,NHS WARRINGTON CCG,ALL SUSPECTED CANCER,740,665,75,,ALL CANCERS TWO WEEK WAIT,2021-06-01
07H,NHS WEST ESSEX CCG,ALL SUSPECTED CANCER,1151,975,176,0.847089487402259,ALL CANCERS TWO WEEK WAIT,2021-06-01
02G,NHS WEST LANCASHIRE CCG,ALL SUSPECTED CANCER,557,505,52,0.906642728904847,ALL CANCERS TWO WEEK WAIT,2021-06-01
04V,NHS WEST LEICESTERSHIRE CCG,ALL SUSPECTED CANCER,1507,1039,468,0.689449236894492,ALL CANCERS TWO WEEK WAIT,2021-06-01
07K,NHS WEST SUFFOLK CCG,ALL SUSPECTED CANCER,1150,692,458,0.601739130434783,ALL CANCERS TWO WEEK WAIT,2021-06-01
70F,NHS WEST SUSSEX CCG,ALL SUSPECTED CANCER,3682,2881,801,0.782455187398153,ALL CANCERS TWO WEEK WAIT,2021-06-01
02H,NHS WIGAN BOROUGH CCG,ALL SUSPECTED CANCER,1352,1280,72,0.946745562130177,ALL CANCERS TWO WEEK WAIT,2021-06-01
12F,NHS WIRRAL CCG,ALL SUSPECTED CANCER,1649,1602,47,0.971497877501516,ALL CANCERS TWO WEEK WAIT,2021-06-01
UNKNOWN,UNKNOWN,ALL SUSPECTED CANCER,794,635,159,0.799748110831234,ALL CANCERS TWO WEEK WAIT,2021-06-01
13Q,NATIONAL COMMISSIONING HUB 1,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,24,13,11,0.541666666666667,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
02P,NHS BARNSLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,98,77,21,0.785714285714286,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
99E,NHS BASILDON AND BRENTWOOD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,22,20,2,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
02Q,NHS BASSETLAW CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,39,8,31,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,207,117,90,0.565217391304348,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,190,120,70,0.631578947368421,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
15A,NHS BERKSHIRE WEST CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,150,146,4,0.973333333333333,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,99,40,59,0.404040404040404,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,512,246,266,0.48046875,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
00Q,NHS BLACKBURN WITH DARWEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,2,2,0,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
00R,NHS BLACKPOOL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,68,66,2,0.970588235294118,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
00T,NHS BOLTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,100,29,71,0.29,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,271,264,7,0.974169741697417,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
09D,NHS BRIGHTON AND HOVE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,95,92,3,0.968421052631579,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,218,38,180,0.174311926605505,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
14Y,NHS BUCKINGHAMSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,26,15,11,0.576923076923077,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
00V,NHS BURY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,78,54,24,0.692307692307692,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
02T,NHS CALDERDALE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,66,66,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,109,99,10,0.908256880733945,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
04Y,NHS CANNOCK CHASE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,22,4,18,0.181818181818182,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,63,51,12,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
27D,NHS CHESHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,120,82,38,0.683333333333333,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,53,49,4,0.924528301886792,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
84H,NHS COUNTY DURHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,169,148,21,0.875739644970414,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,215,205,10,0.953488372093023,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
15M,NHS DERBY AND DERBYSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,195,110,85,0.564102564102564,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
15N,NHS DEVON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,279,71,208,0.254480286738351,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
02X,NHS DONCASTER CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,97,21,76,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
11J,NHS DORSET CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,104,16,88,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,143,136,7,0.951048951048951,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
01A,NHS EAST LANCASHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,10,10,0,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,40,34,6,0.85,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,131,12,119,0.0916030534351145,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
05D,NHS EAST STAFFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,51,28,23,0.549019607843137,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
97R,NHS EAST SUSSEX CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,201,184,17,0.915422885572139,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
D4U1Y,NHS FRIMLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,105,102,3,0.971428571428571,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
02M,NHS FYLDE AND WYRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,57,54,3,0.947368421052632,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
11M,NHS GLOUCESTERSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,105,95,10,0.904761904761905,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
01E,NHS GREATER PRESTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,51,49,2,0.96078431372549,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
01F,NHS HALTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,40,34,6,0.85,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,373,296,77,0.793565683646113,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,150,24,126,0.16,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-06-01
