ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
05A,NHS COVENTRY AND RUGBY CCG,ALL SUSPECTED CANCER,1826,1729,97,0.946878422782037,ALL CANCERS TWO WEEK WAIT,2021-03-01
15M,NHS DERBY AND DERBYSHIRE CCG,ALL SUSPECTED CANCER,3957,3670,287,0.927470305787213,ALL CANCERS TWO WEEK WAIT,2021-03-01
15N,NHS DEVON CCG,ALL SUSPECTED CANCER,5781,4597,1184,0.795191143400796,ALL CANCERS TWO WEEK WAIT,2021-03-01
02X,NHS DONCASTER CCG,ALL SUSPECTED CANCER,1333,1020,313,,ALL CANCERS TWO WEEK WAIT,2021-03-01
11J,NHS DORSET CCG,ALL SUSPECTED CANCER,3536,3157,379,,ALL CANCERS TWO WEEK WAIT,2021-03-01
05C,NHS DUDLEY CCG,ALL SUSPECTED CANCER,1374,1323,51,0.962882096069869,ALL CANCERS TWO WEEK WAIT,2021-03-01
07W,NHS EALING CCG,ALL SUSPECTED CANCER,1480,1416,64,0.956756756756757,ALL CANCERS TWO WEEK WAIT,2021-03-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,ALL SUSPECTED CANCER,2132,2073,59,0.972326454033771,ALL CANCERS TWO WEEK WAIT,2021-03-01
15D,NHS EAST BERKSHIRE CCG,ALL SUSPECTED CANCER,1507,1409,98,0.934970139349701,ALL CANCERS TWO WEEK WAIT,2021-03-01
01A,NHS EAST LANCASHIRE CCG,ALL SUSPECTED CANCER,1409,1367,42,,ALL CANCERS TWO WEEK WAIT,2021-03-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,ALL SUSPECTED CANCER,1485,1411,74,0.95016835016835,ALL CANCERS TWO WEEK WAIT,2021-03-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,ALL SUSPECTED CANCER,1342,1187,155,0.884500745156483,ALL CANCERS TWO WEEK WAIT,2021-03-01
05D,NHS EAST STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,541,433,108,0.800369685767098,ALL CANCERS TWO WEEK WAIT,2021-03-01
97R,NHS EAST SUSSEX CCG,ALL SUSPECTED CANCER,2702,2626,76,0.971872686898594,ALL CANCERS TWO WEEK WAIT,2021-03-01
10K,NHS FAREHAM AND GOSPORT CCG,ALL SUSPECTED CANCER,727,714,13,0.982118294360385,ALL CANCERS TWO WEEK WAIT,2021-03-01
02M,NHS FYLDE AND WYRE CCG,ALL SUSPECTED CANCER,1039,962,77,0.925890279114533,ALL CANCERS TWO WEEK WAIT,2021-03-01
11M,NHS GLOUCESTERSHIRE CCG,ALL SUSPECTED CANCER,2262,2193,69,0.969496021220159,ALL CANCERS TWO WEEK WAIT,2021-03-01
03A,NHS GREATER HUDDERSFIELD CCG,ALL SUSPECTED CANCER,807,798,9,0.988847583643123,ALL CANCERS TWO WEEK WAIT,2021-03-01
01E,NHS GREATER PRESTON CCG,ALL SUSPECTED CANCER,1061,981,80,0.924599434495759,ALL CANCERS TWO WEEK WAIT,2021-03-01
01F,NHS HALTON CCG,ALL SUSPECTED CANCER,582,563,19,0.967353951890034,ALL CANCERS TWO WEEK WAIT,2021-03-01
08C,NHS HAMMERSMITH AND FULHAM CCG,ALL SUSPECTED CANCER,1235,1174,61,0.950607287449393,ALL CANCERS TWO WEEK WAIT,2021-03-01
08E,NHS HARROW CCG,ALL SUSPECTED CANCER,1155,1102,53,0.954112554112554,ALL CANCERS TWO WEEK WAIT,2021-03-01
08F,NHS HAVERING CCG,ALL SUSPECTED CANCER,1177,1139,38,0.967714528462192,ALL CANCERS TWO WEEK WAIT,2021-03-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,ALL SUSPECTED CANCER,3044,2568,476,0.843626806833114,ALL CANCERS TWO WEEK WAIT,2021-03-01
06N,NHS HERTS VALLEYS CCG,ALL SUSPECTED CANCER,2477,2405,72,0.970932579733549,ALL CANCERS TWO WEEK WAIT,2021-03-01
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",ALL SUSPECTED CANCER,877,798,79,0.909920182440137,ALL CANCERS TWO WEEK WAIT,2021-03-01
08G,NHS HILLINGDON CCG,ALL SUSPECTED CANCER,1054,985,69,0.934535104364326,ALL CANCERS TWO WEEK WAIT,2021-03-01
07Y,NHS HOUNSLOW CCG,ALL SUSPECTED CANCER,942,925,17,0.981953290870488,ALL CANCERS TWO WEEK WAIT,2021-03-01
03F,NHS HULL CCG,ALL SUSPECTED CANCER,969,851,118,0.878224974200206,ALL CANCERS TWO WEEK WAIT,2021-03-01
06L,NHS IPSWICH AND EAST SUFFOLK CCG,ALL SUSPECTED CANCER,1778,1697,81,0.954443194600675,ALL CANCERS TWO WEEK WAIT,2021-03-01
10L,NHS ISLE OF WIGHT CCG,ALL SUSPECTED CANCER,506,494,12,0.976284584980237,ALL CANCERS TWO WEEK WAIT,2021-03-01
91Q,NHS KENT AND MEDWAY CCG,ALL SUSPECTED CANCER,8543,8346,197,0.97694018494674,ALL CANCERS TWO WEEK WAIT,2021-03-01
11N,NHS KERNOW CCG,ALL SUSPECTED CANCER,2522,2394,128,0.949246629659001,ALL CANCERS TWO WEEK WAIT,2021-03-01
01J,NHS KNOWSLEY CCG,ALL SUSPECTED CANCER,917,894,23,0.974918211559433,ALL CANCERS TWO WEEK WAIT,2021-03-01
15F,NHS LEEDS CCG,ALL SUSPECTED CANCER,3538,2736,802,0.773318258903335,ALL CANCERS TWO WEEK WAIT,2021-03-01
04C,NHS LEICESTER CITY CCG,ALL SUSPECTED CANCER,1189,1143,46,0.961312026913373,ALL CANCERS TWO WEEK WAIT,2021-03-01
71E,NHS LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,3231,2772,459,0.857938718662953,ALL CANCERS TWO WEEK WAIT,2021-03-01
99A,NHS LIVERPOOL CCG,ALL SUSPECTED CANCER,2255,2223,32,0.985809312638581,ALL CANCERS TWO WEEK WAIT,2021-03-01
06P,NHS LUTON CCG,ALL SUSPECTED CANCER,640,594,46,0.928125,ALL CANCERS TWO WEEK WAIT,2021-03-01
14L,NHS MANCHESTER CCG,ALL SUSPECTED CANCER,2345,2222,123,0.947547974413646,ALL CANCERS TWO WEEK WAIT,2021-03-01
06Q,NHS MID ESSEX CCG,ALL SUSPECTED CANCER,1824,1685,139,,ALL CANCERS TWO WEEK WAIT,2021-03-01
04F,NHS MILTON KEYNES CCG,ALL SUSPECTED CANCER,1038,888,150,0.855491329479769,ALL CANCERS TWO WEEK WAIT,2021-03-01
01K,NHS MORECAMBE BAY CCG,ALL SUSPECTED CANCER,1562,1311,251,0.839308578745198,ALL CANCERS TWO WEEK WAIT,2021-03-01
13T,NHS NEWCASTLE GATESHEAD CCG,ALL SUSPECTED CANCER,1828,1381,447,0.7554704595186,ALL CANCERS TWO WEEK WAIT,2021-03-01
08M,NHS NEWHAM CCG,ALL SUSPECTED CANCER,978,957,21,0.978527607361963,ALL CANCERS TWO WEEK WAIT,2021-03-01
26A,NHS NORFOLK AND WAVENEY CCG,ALL SUSPECTED CANCER,3972,3550,422,0.893756294058409,ALL CANCERS TWO WEEK WAIT,2021-03-01
93C,NHS NORTH CENTRAL LONDON CCG,ALL SUSPECTED CANCER,6744,6208,536,0.920521945432977,ALL CANCERS TWO WEEK WAIT,2021-03-01
01H,NHS NORTH CUMBRIA CCG,ALL SUSPECTED CANCER,1253,1156,97,0.922585794094174,ALL CANCERS TWO WEEK WAIT,2021-03-01
06T,NHS NORTH EAST ESSEX CCG,ALL SUSPECTED CANCER,1687,1490,197,0.883224659158269,ALL CANCERS TWO WEEK WAIT,2021-03-01
99M,NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG,ALL SUSPECTED CANCER,712,689,23,0.967696629213483,ALL CANCERS TWO WEEK WAIT,2021-03-01
03H,NHS NORTH EAST LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,557,549,8,0.985637342908438,ALL CANCERS TWO WEEK WAIT,2021-03-01
10J,NHS NORTH HAMPSHIRE CCG,ALL SUSPECTED CANCER,854,811,43,,ALL CANCERS TWO WEEK WAIT,2021-03-01
03J,NHS NORTH KIRKLEES CCG,ALL SUSPECTED CANCER,756,728,28,0.962962962962963,ALL CANCERS TWO WEEK WAIT,2021-03-01
03K,NHS NORTH LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,566,543,23,0.959363957597173,ALL CANCERS TWO WEEK WAIT,2021-03-01
05G,NHS NORTH STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,981,906,75,0.923547400611621,ALL CANCERS TWO WEEK WAIT,2021-03-01
99C,NHS NORTH TYNESIDE CCG,ALL SUSPECTED CANCER,929,777,152,0.836383207750269,ALL CANCERS TWO WEEK WAIT,2021-03-01
42D,NHS NORTH YORKSHIRE CCG,ALL SUSPECTED CANCER,1752,1601,151,0.913812785388128,ALL CANCERS TWO WEEK WAIT,2021-03-01
78H,NHS NORTHAMPTONSHIRE CCG,ALL SUSPECTED CANCER,2667,2541,126,,ALL CANCERS TWO WEEK WAIT,2021-03-01
00L,NHS NORTHUMBERLAND CCG,ALL SUSPECTED CANCER,1331,1168,163,0.877535687453043,ALL CANCERS TWO WEEK WAIT,2021-03-01
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,ALL SUSPECTED CANCER,4443,4285,158,0.96443844249381,ALL CANCERS TWO WEEK WAIT,2021-03-01
00Y,NHS OLDHAM CCG,ALL SUSPECTED CANCER,845,777,68,0.919526627218935,ALL CANCERS TWO WEEK WAIT,2021-03-01
10Q,NHS OXFORDSHIRE CCG,ALL SUSPECTED CANCER,2194,1686,508,0.768459434822242,ALL CANCERS TWO WEEK WAIT,2021-03-01
10R,NHS PORTSMOUTH CCG,ALL SUSPECTED CANCER,623,601,22,0.964686998394864,ALL CANCERS TWO WEEK WAIT,2021-03-01
08N,NHS REDBRIDGE CCG,ALL SUSPECTED CANCER,1046,1001,45,0.95697896749522,ALL CANCERS TWO WEEK WAIT,2021-03-01
03L,NHS ROTHERHAM CCG,ALL SUSPECTED CANCER,831,798,33,0.96028880866426,ALL CANCERS TWO WEEK WAIT,2021-03-01
01G,NHS SALFORD CCG,ALL SUSPECTED CANCER,1073,1009,64,0.940354147250699,ALL CANCERS TWO WEEK WAIT,2021-03-01
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,ALL SUSPECTED CANCER,1830,1368,462,0.747540983606557,ALL CANCERS TWO WEEK WAIT,2021-03-01
03N,NHS SHEFFIELD CCG,ALL SUSPECTED CANCER,1897,1820,77,0.959409594095941,ALL CANCERS TWO WEEK WAIT,2021-03-01
05N,NHS SHROPSHIRE CCG,ALL SUSPECTED CANCER,1509,1265,244,0.838303512259775,ALL CANCERS TWO WEEK WAIT,2021-03-01
11X,NHS SOMERSET CCG,ALL SUSPECTED CANCER,2290,2148,142,0.937991266375546,ALL CANCERS TWO WEEK WAIT,2021-03-01
72Q,NHS SOUTH EAST LONDON CCG,ALL SUSPECTED CANCER,7949,7463,486,0.938860233991697,ALL CANCERS TWO WEEK WAIT,2021-03-01
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,ALL SUSPECTED CANCER,990,725,265,0.732323232323232,ALL CANCERS TWO WEEK WAIT,2021-03-01
10V,NHS SOUTH EASTERN HAMPSHIRE CCG,ALL SUSPECTED CANCER,703,677,26,0.963015647226173,ALL CANCERS TWO WEEK WAIT,2021-03-01
01T,NHS SOUTH SEFTON CCG,ALL SUSPECTED CANCER,822,794,28,0.965936739659367,ALL CANCERS TWO WEEK WAIT,2021-03-01
00N,NHS SOUTH TYNESIDE CCG,ALL SUSPECTED CANCER,727,629,98,0.865199449793673,ALL CANCERS TWO WEEK WAIT,2021-03-01
05R,NHS SOUTH WARWICKSHIRE CCG,ALL SUSPECTED CANCER,1285,1177,108,0.915953307392996,ALL CANCERS TWO WEEK WAIT,2021-03-01
36L,NHS SOUTH WEST LONDON CCG,ALL SUSPECTED CANCER,5700,5548,152,0.973333333333333,ALL CANCERS TWO WEEK WAIT,2021-03-01
10X,NHS SOUTHAMPTON CCG,ALL SUSPECTED CANCER,803,768,35,0.956413449564135,ALL CANCERS TWO WEEK WAIT,2021-03-01
99G,NHS SOUTHEND CCG,ALL SUSPECTED CANCER,752,698,54,,ALL CANCERS TWO WEEK WAIT,2021-03-01
01V,NHS SOUTHPORT AND FORMBY CCG,ALL SUSPECTED CANCER,641,583,58,0.909516380655226,ALL CANCERS TWO WEEK WAIT,2021-03-01
01X,NHS ST HELENS CCG,ALL SUSPECTED CANCER,1006,977,29,0.97117296222664,ALL CANCERS TWO WEEK WAIT,2021-03-01
05V,NHS STAFFORD AND SURROUNDS CCG,ALL SUSPECTED CANCER,821,754,67,0.918392204628502,ALL CANCERS TWO WEEK WAIT,2021-03-01
01W,NHS STOCKPORT CCG,ALL SUSPECTED CANCER,1503,1429,74,0.950765136393879,ALL CANCERS TWO WEEK WAIT,2021-03-01
05W,NHS STOKE ON TRENT CCG,ALL SUSPECTED CANCER,1319,1210,109,0.917361637604246,ALL CANCERS TWO WEEK WAIT,2021-03-01
00P,NHS SUNDERLAND CCG,ALL SUSPECTED CANCER,1276,1184,92,0.927899686520376,ALL CANCERS TWO WEEK WAIT,2021-03-01
92A,NHS SURREY HEARTLANDS CCG,ALL SUSPECTED CANCER,4526,4406,120,0.97348652231551,ALL CANCERS TWO WEEK WAIT,2021-03-01
10C,NHS SURREY HEATH CCG,ALL SUSPECTED CANCER,378,361,17,0.955026455026455,ALL CANCERS TWO WEEK WAIT,2021-03-01
01Y,NHS TAMESIDE AND GLOSSOP CCG,ALL SUSPECTED CANCER,1207,1167,40,0.966859983429992,ALL CANCERS TWO WEEK WAIT,2021-03-01
16C,NHS TEES VALLEY CCG,ALL SUSPECTED CANCER,2413,2278,135,0.944053046000829,ALL CANCERS TWO WEEK WAIT,2021-03-01
05X,NHS TELFORD AND WREKIN CCG,ALL SUSPECTED CANCER,748,620,128,0.828877005347594,ALL CANCERS TWO WEEK WAIT,2021-03-01
07G,NHS THURROCK CCG,ALL SUSPECTED CANCER,682,661,21,,ALL CANCERS TWO WEEK WAIT,2021-03-01
08V,NHS TOWER HAMLETS CCG,ALL SUSPECTED CANCER,946,923,23,0.97568710359408,ALL CANCERS TWO WEEK WAIT,2021-03-01
02A,NHS TRAFFORD CCG,ALL SUSPECTED CANCER,1120,1063,57,0.949107142857143,ALL CANCERS TWO WEEK WAIT,2021-03-01
03Q,NHS VALE OF YORK CCG,ALL SUSPECTED CANCER,1202,1089,113,0.905990016638935,ALL CANCERS TWO WEEK WAIT,2021-03-01
03R,NHS WAKEFIELD CCG,ALL SUSPECTED CANCER,1819,1761,58,0.968114348543156,ALL CANCERS TWO WEEK WAIT,2021-03-01
05Y,NHS WALSALL CCG,ALL SUSPECTED CANCER,1001,771,230,0.77022977022977,ALL CANCERS TWO WEEK WAIT,2021-03-01
08W,NHS WALTHAM FOREST CCG,ALL SUSPECTED CANCER,1051,999,52,0.950523311132255,ALL CANCERS TWO WEEK WAIT,2021-03-01
02E,NHS WARRINGTON CCG,ALL SUSPECTED CANCER,1035,1013,22,,ALL CANCERS TWO WEEK WAIT,2021-03-01
05H,NHS WARWICKSHIRE NORTH CCG,ALL SUSPECTED CANCER,804,637,167,0.79228855721393,ALL CANCERS TWO WEEK WAIT,2021-03-01
07H,NHS WEST ESSEX CCG,ALL SUSPECTED CANCER,1360,1268,92,0.932352941176471,ALL CANCERS TWO WEEK WAIT,2021-03-01
11A,NHS WEST HAMPSHIRE CCG,ALL SUSPECTED CANCER,2430,2230,200,,ALL CANCERS TWO WEEK WAIT,2021-03-01
02G,NHS WEST LANCASHIRE CCG,ALL SUSPECTED CANCER,612,555,57,0.906862745098039,ALL CANCERS TWO WEEK WAIT,2021-03-01
04V,NHS WEST LEICESTERSHIRE CCG,ALL SUSPECTED CANCER,1615,1525,90,0.944272445820433,ALL CANCERS TWO WEEK WAIT,2021-03-01
08Y,NHS WEST LONDON CCG,ALL SUSPECTED CANCER,865,827,38,0.95606936416185,ALL CANCERS TWO WEEK WAIT,2021-03-01
07K,NHS WEST SUFFOLK CCG,ALL SUSPECTED CANCER,1078,843,235,0.782003710575139,ALL CANCERS TWO WEEK WAIT,2021-03-01
70F,NHS WEST SUSSEX CCG,ALL SUSPECTED CANCER,3675,3480,195,0.946938775510204,ALL CANCERS TWO WEEK WAIT,2021-03-01
02H,NHS WIGAN BOROUGH CCG,ALL SUSPECTED CANCER,1317,1293,24,0.981776765375854,ALL CANCERS TWO WEEK WAIT,2021-03-01
12F,NHS WIRRAL CCG,ALL SUSPECTED CANCER,1693,1673,20,0.988186650915535,ALL CANCERS TWO WEEK WAIT,2021-03-01
06A,NHS WOLVERHAMPTON CCG,ALL SUSPECTED CANCER,899,659,240,0.733036707452725,ALL CANCERS TWO WEEK WAIT,2021-03-01
UNKNOWN,UNKNOWN,ALL SUSPECTED CANCER,797,664,133,0.833124215809285,ALL CANCERS TWO WEEK WAIT,2021-03-01
13Q,NATIONAL COMMISSIONING HUB 1,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,20,15,5,0.75,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
07L,NHS BARKING AND DAGENHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,81,79,2,0.975308641975309,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
02P,NHS BARNSLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,147,138,9,0.938775510204082,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
99E,NHS BASILDON AND BRENTWOOD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,33,33,0,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
02Q,NHS BASSETLAW CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,29,4,25,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,134,103,31,0.76865671641791,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
06F,NHS BEDFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,114,86,28,0.754385964912281,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
15A,NHS BERKSHIRE WEST CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,170,168,2,0.988235294117647,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,161,38,123,0.236024844720497,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
00Q,NHS BLACKBURN WITH DARWEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,64,62,2,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
00R,NHS BLACKPOOL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,75,49,26,0.653333333333333,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
00T,NHS BOLTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,113,29,84,0.256637168141593,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,272,263,9,0.966911764705882,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
07P,NHS BRENT CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,40,40,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
09D,NHS BRIGHTON AND HOVE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,104,103,1,0.990384615384615,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,289,45,244,0.155709342560554,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
14Y,NHS BUCKINGHAMSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,40,40,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
00V,NHS BURY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,98,59,39,0.602040816326531,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
02T,NHS CALDERDALE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,90,87,3,0.966666666666667,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,153,146,7,0.954248366013072,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
04Y,NHS CANNOCK CHASE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,24,10,14,0.416666666666667,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,58,54,4,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,49,44,5,0.897959183673469,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
27D,NHS CHESHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,142,129,13,0.908450704225352,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,88,53,35,0.602272727272727,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-03-01
