ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
04Y,NHS CANNOCK CHASE CCG,ALL SUSPECTED CANCER,517,440,77,0.85106382978723405,ALL CANCERS TWO WEEK WAIT,2020-11-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,ALL SUSPECTED CANCER,686,609,77,,ALL CANCERS TWO WEEK WAIT,2020-11-01
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,ALL SUSPECTED CANCER,516,459,57,0.88953488372093004,ALL CANCERS TWO WEEK WAIT,2020-11-01
27D,NHS CHESHIRE CCG,ALL SUSPECTED CANCER,3040,2783,257,0.915460526315789,ALL CANCERS TWO WEEK WAIT,2020-11-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,ALL SUSPECTED CANCER,627,508,119,0.81020733652312604,ALL CANCERS TWO WEEK WAIT,2020-11-01
07T,NHS CITY AND HACKNEY CCG,ALL SUSPECTED CANCER,742,718,24,0.96765498652291104,ALL CANCERS TWO WEEK WAIT,2020-11-01
84H,NHS COUNTY DURHAM CCG,ALL SUSPECTED CANCER,1964,1584,380,0.80651731160896101,ALL CANCERS TWO WEEK WAIT,2020-11-01
05A,NHS COVENTRY AND RUGBY CCG,ALL SUSPECTED CANCER,1726,1696,30,0.982618771726535,ALL CANCERS TWO WEEK WAIT,2020-11-01
15M,NHS DERBY AND DERBYSHIRE CCG,ALL SUSPECTED CANCER,3316,2820,496,0.85042219541616404,ALL CANCERS TWO WEEK WAIT,2020-11-01
15N,NHS DEVON CCG,ALL SUSPECTED CANCER,5069,3788,1281,0.74728743341881998,ALL CANCERS TWO WEEK WAIT,2020-11-01
02X,NHS DONCASTER CCG,ALL SUSPECTED CANCER,1039,827,212,,ALL CANCERS TWO WEEK WAIT,2020-11-01
11J,NHS DORSET CCG,ALL SUSPECTED CANCER,3331,2467,864,,ALL CANCERS TWO WEEK WAIT,2020-11-01
05C,NHS DUDLEY CCG,ALL SUSPECTED CANCER,1106,875,231,0.791139240506329,ALL CANCERS TWO WEEK WAIT,2020-11-01
07W,NHS EALING CCG,ALL SUSPECTED CANCER,1190,1117,73,0.93865546218487395,ALL CANCERS TWO WEEK WAIT,2020-11-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,ALL SUSPECTED CANCER,1993,1838,155,0.92222779729051696,ALL CANCERS TWO WEEK WAIT,2020-11-01
15D,NHS EAST BERKSHIRE CCG,ALL SUSPECTED CANCER,1369,1314,55,0.95982468955441902,ALL CANCERS TWO WEEK WAIT,2020-11-01
01A,NHS EAST LANCASHIRE CCG,ALL SUSPECTED CANCER,1209,1139,70,,ALL CANCERS TWO WEEK WAIT,2020-11-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,ALL SUSPECTED CANCER,1220,1140,80,0.93442622950819698,ALL CANCERS TWO WEEK WAIT,2020-11-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,ALL SUSPECTED CANCER,1148,928,220,0.808362369337979,ALL CANCERS TWO WEEK WAIT,2020-11-01
05D,NHS EAST STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,455,417,38,0.916483516483516,ALL CANCERS TWO WEEK WAIT,2020-11-01
97R,NHS EAST SUSSEX CCG,ALL SUSPECTED CANCER,2390,2317,73,0.96945606694560704,ALL CANCERS TWO WEEK WAIT,2020-11-01
10K,NHS FAREHAM AND GOSPORT CCG,ALL SUSPECTED CANCER,734,707,27,0.96321525885558601,ALL CANCERS TWO WEEK WAIT,2020-11-01
02M,NHS FYLDE AND WYRE CCG,ALL SUSPECTED CANCER,903,834,69,0.92358803986711002,ALL CANCERS TWO WEEK WAIT,2020-11-01
11M,NHS GLOUCESTERSHIRE CCG,ALL SUSPECTED CANCER,2178,1987,191,0.91230486685032097,ALL CANCERS TWO WEEK WAIT,2020-11-01
03A,NHS GREATER HUDDERSFIELD CCG,ALL SUSPECTED CANCER,799,787,12,0.984981226533166,ALL CANCERS TWO WEEK WAIT,2020-11-01
01E,NHS GREATER PRESTON CCG,ALL SUSPECTED CANCER,817,681,136,0.83353733170134603,ALL CANCERS TWO WEEK WAIT,2020-11-01
01F,NHS HALTON CCG,ALL SUSPECTED CANCER,551,511,40,0.927404718693285,ALL CANCERS TWO WEEK WAIT,2020-11-01
08C,NHS HAMMERSMITH AND FULHAM CCG,ALL SUSPECTED CANCER,985,918,67,0.93197969543147197,ALL CANCERS TWO WEEK WAIT,2020-11-01
08E,NHS HARROW CCG,ALL SUSPECTED CANCER,994,946,48,0.95171026156941696,ALL CANCERS TWO WEEK WAIT,2020-11-01
08F,NHS HAVERING CCG,ALL SUSPECTED CANCER,996,955,41,0.958835341365462,ALL CANCERS TWO WEEK WAIT,2020-11-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,ALL SUSPECTED CANCER,2727,2262,465,0.82948294829482905,ALL CANCERS TWO WEEK WAIT,2020-11-01
06N,NHS HERTS VALLEYS CCG,ALL SUSPECTED CANCER,2049,1947,102,0.95021961932650101,ALL CANCERS TWO WEEK WAIT,2020-11-01
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",ALL SUSPECTED CANCER,952,807,145,0.84768907563025198,ALL CANCERS TWO WEEK WAIT,2020-11-01
08G,NHS HILLINGDON CCG,ALL SUSPECTED CANCER,769,737,32,0.95838751625487695,ALL CANCERS TWO WEEK WAIT,2020-11-01
07Y,NHS HOUNSLOW CCG,ALL SUSPECTED CANCER,756,735,21,0.97222222222222199,ALL CANCERS TWO WEEK WAIT,2020-11-01
03F,NHS HULL CCG,ALL SUSPECTED CANCER,799,601,198,0.75219023779724703,ALL CANCERS TWO WEEK WAIT,2020-11-01
06L,NHS IPSWICH AND EAST SUFFOLK CCG,ALL SUSPECTED CANCER,1623,1429,194,0.88046826863832395,ALL CANCERS TWO WEEK WAIT,2020-11-01
10L,NHS ISLE OF WIGHT CCG,ALL SUSPECTED CANCER,450,421,29,0.93555555555555603,ALL CANCERS TWO WEEK WAIT,2020-11-01
91Q,NHS KENT AND MEDWAY CCG,ALL SUSPECTED CANCER,7329,7064,265,0.96384227043252801,ALL CANCERS TWO WEEK WAIT,2020-11-01
11N,NHS KERNOW CCG,ALL SUSPECTED CANCER,2447,2176,271,0.88925214548426601,ALL CANCERS TWO WEEK WAIT,2020-11-01
01J,NHS KNOWSLEY CCG,ALL SUSPECTED CANCER,680,615,65,0.90441176470588203,ALL CANCERS TWO WEEK WAIT,2020-11-01
15F,NHS LEEDS CCG,ALL SUSPECTED CANCER,3144,2282,862,0.72582697201017798,ALL CANCERS TWO WEEK WAIT,2020-11-01
04C,NHS LEICESTER CITY CCG,ALL SUSPECTED CANCER,1109,1044,65,0.94138863841298503,ALL CANCERS TWO WEEK WAIT,2020-11-01
71E,NHS LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,2975,2486,489,0.83563025210083997,ALL CANCERS TWO WEEK WAIT,2020-11-01
99A,NHS LIVERPOOL CCG,ALL SUSPECTED CANCER,1911,1741,170,0.91104133961276801,ALL CANCERS TWO WEEK WAIT,2020-11-01
06P,NHS LUTON CCG,ALL SUSPECTED CANCER,545,487,58,0.89357798165137603,ALL CANCERS TWO WEEK WAIT,2020-11-01
14L,NHS MANCHESTER CCG,ALL SUSPECTED CANCER,2117,1728,389,0.81624940954180403,ALL CANCERS TWO WEEK WAIT,2020-11-01
06Q,NHS MID ESSEX CCG,ALL SUSPECTED CANCER,1723,1375,348,,ALL CANCERS TWO WEEK WAIT,2020-11-01
04F,NHS MILTON KEYNES CCG,ALL SUSPECTED CANCER,909,765,144,0.841584158415842,ALL CANCERS TWO WEEK WAIT,2020-11-01
01K,NHS MORECAMBE BAY CCG,ALL SUSPECTED CANCER,1418,842,576,0.59379407616361102,ALL CANCERS TWO WEEK WAIT,2020-11-01
13T,NHS NEWCASTLE GATESHEAD CCG,ALL SUSPECTED CANCER,1627,943,684,0.57959434542101995,ALL CANCERS TWO WEEK WAIT,2020-11-01
08M,NHS NEWHAM CCG,ALL SUSPECTED CANCER,843,802,41,0.95136417556346398,ALL CANCERS TWO WEEK WAIT,2020-11-01
26A,NHS NORFOLK AND WAVENEY CCG,ALL SUSPECTED CANCER,3517,2987,530,0.84930338356553903,ALL CANCERS TWO WEEK WAIT,2020-11-01
93C,NHS NORTH CENTRAL LONDON CCG,ALL SUSPECTED CANCER,5822,4979,843,0.855204397114394,ALL CANCERS TWO WEEK WAIT,2020-11-01
01H,NHS NORTH CUMBRIA CCG,ALL SUSPECTED CANCER,1162,1002,160,0.86230636833046503,ALL CANCERS TWO WEEK WAIT,2020-11-01
06T,NHS NORTH EAST ESSEX CCG,ALL SUSPECTED CANCER,1633,1294,339,0.79240661359461095,ALL CANCERS TWO WEEK WAIT,2020-11-01
99M,NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG,ALL SUSPECTED CANCER,660,610,50,0.92424242424242398,ALL CANCERS TWO WEEK WAIT,2020-11-01
03H,NHS NORTH EAST LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,421,410,11,0.97387173396674598,ALL CANCERS TWO WEEK WAIT,2020-11-01
10J,NHS NORTH HAMPSHIRE CCG,ALL SUSPECTED CANCER,727,667,60,,ALL CANCERS TWO WEEK WAIT,2020-11-01
03J,NHS NORTH KIRKLEES CCG,ALL SUSPECTED CANCER,691,679,12,0.98263386396526797,ALL CANCERS TWO WEEK WAIT,2020-11-01
03K,NHS NORTH LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,478,450,28,0.94142259414225904,ALL CANCERS TWO WEEK WAIT,2020-11-01
05G,NHS NORTH STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,906,830,76,0.91611479028697596,ALL CANCERS TWO WEEK WAIT,2020-11-01
99C,NHS NORTH TYNESIDE CCG,ALL SUSPECTED CANCER,823,574,249,0.69744835965978103,ALL CANCERS TWO WEEK WAIT,2020-11-01
42D,NHS NORTH YORKSHIRE CCG,ALL SUSPECTED CANCER,1393,1202,191,0.86288585786073202,ALL CANCERS TWO WEEK WAIT,2020-11-01
78H,NHS NORTHAMPTONSHIRE CCG,ALL SUSPECTED CANCER,2257,2152,105,,ALL CANCERS TWO WEEK WAIT,2020-11-01
00L,NHS NORTHUMBERLAND CCG,ALL SUSPECTED CANCER,1268,949,319,0.74842271293375395,ALL CANCERS TWO WEEK WAIT,2020-11-01
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,ALL SUSPECTED CANCER,3513,3356,157,0.95530885283233702,ALL CANCERS TWO WEEK WAIT,2020-11-01
00Y,NHS OLDHAM CCG,ALL SUSPECTED CANCER,872,734,138,0.84174311926605505,ALL CANCERS TWO WEEK WAIT,2020-11-01
10Q,NHS OXFORDSHIRE CCG,ALL SUSPECTED CANCER,2035,1487,548,0.73071253071253095,ALL CANCERS TWO WEEK WAIT,2020-11-01
10R,NHS PORTSMOUTH CCG,ALL SUSPECTED CANCER,612,579,33,0.94607843137254899,ALL CANCERS TWO WEEK WAIT,2020-11-01
08N,NHS REDBRIDGE CCG,ALL SUSPECTED CANCER,898,858,40,0.95545657015590202,ALL CANCERS TWO WEEK WAIT,2020-11-01
03L,NHS ROTHERHAM CCG,ALL SUSPECTED CANCER,852,789,63,0.926056338028169,ALL CANCERS TWO WEEK WAIT,2020-11-01
01G,NHS SALFORD CCG,ALL SUSPECTED CANCER,908,774,134,0.85242290748898697,ALL CANCERS TWO WEEK WAIT,2020-11-01
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,ALL SUSPECTED CANCER,1637,1426,211,0.87110568112400699,ALL CANCERS TWO WEEK WAIT,2020-11-01
03N,NHS SHEFFIELD CCG,ALL SUSPECTED CANCER,1698,1615,83,0.95111896348645497,ALL CANCERS TWO WEEK WAIT,2020-11-01
05N,NHS SHROPSHIRE CCG,ALL SUSPECTED CANCER,1190,1033,157,0.86806722689075599,ALL CANCERS TWO WEEK WAIT,2020-11-01
11X,NHS SOMERSET CCG,ALL SUSPECTED CANCER,2109,1917,192,0.908961593172119,ALL CANCERS TWO WEEK WAIT,2020-11-01
72Q,NHS SOUTH EAST LONDON CCG,ALL SUSPECTED CANCER,7358,6700,658,0.91057352541451497,ALL CANCERS TWO WEEK WAIT,2020-11-01
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,ALL SUSPECTED CANCER,788,596,192,0.756345177664975,ALL CANCERS TWO WEEK WAIT,2020-11-01
10V,NHS SOUTH EASTERN HAMPSHIRE CCG,ALL SUSPECTED CANCER,673,651,22,0.96731054977711695,ALL CANCERS TWO WEEK WAIT,2020-11-01
01T,NHS SOUTH SEFTON CCG,ALL SUSPECTED CANCER,694,577,117,0.83141210374639796,ALL CANCERS TWO WEEK WAIT,2020-11-01
00N,NHS SOUTH TYNESIDE CCG,ALL SUSPECTED CANCER,624,447,177,0.71634615384615397,ALL CANCERS TWO WEEK WAIT,2020-11-01
05R,NHS SOUTH WARWICKSHIRE CCG,ALL SUSPECTED CANCER,1202,923,279,0.76788685524126499,ALL CANCERS TWO WEEK WAIT,2020-11-01
36L,NHS SOUTH WEST LONDON CCG,ALL SUSPECTED CANCER,4843,4663,180,0.96283295478009501,ALL CANCERS TWO WEEK WAIT,2020-11-01
10X,NHS SOUTHAMPTON CCG,ALL SUSPECTED CANCER,773,736,37,0.952134540750323,ALL CANCERS TWO WEEK WAIT,2020-11-01
99G,NHS SOUTHEND CCG,ALL SUSPECTED CANCER,719,638,81,,ALL CANCERS TWO WEEK WAIT,2020-11-01
01V,NHS SOUTHPORT AND FORMBY CCG,ALL SUSPECTED CANCER,586,460,126,0.78498293515358397,ALL CANCERS TWO WEEK WAIT,2020-11-01
01X,NHS ST HELENS CCG,ALL SUSPECTED CANCER,931,900,31,0.96670247046186897,ALL CANCERS TWO WEEK WAIT,2020-11-01
05V,NHS STAFFORD AND SURROUNDS CCG,ALL SUSPECTED CANCER,722,646,76,0.89473684210526305,ALL CANCERS TWO WEEK WAIT,2020-11-01
01W,NHS STOCKPORT CCG,ALL SUSPECTED CANCER,1365,1027,338,0.75238095238095204,ALL CANCERS TWO WEEK WAIT,2020-11-01
05W,NHS STOKE ON TRENT CCG,ALL SUSPECTED CANCER,1201,1096,105,0.91257285595337201,ALL CANCERS TWO WEEK WAIT,2020-11-01
00P,NHS SUNDERLAND CCG,ALL SUSPECTED CANCER,1040,868,172,0.83461538461538498,ALL CANCERS TWO WEEK WAIT,2020-11-01
92A,NHS SURREY HEARTLANDS CCG,ALL SUSPECTED CANCER,3858,3651,207,0.94634525660964197,ALL CANCERS TWO WEEK WAIT,2020-11-01
10C,NHS SURREY HEATH CCG,ALL SUSPECTED CANCER,322,304,18,0.94409937888198803,ALL CANCERS TWO WEEK WAIT,2020-11-01
01Y,NHS TAMESIDE AND GLOSSOP CCG,ALL SUSPECTED CANCER,957,904,53,0.94461859979101404,ALL CANCERS TWO WEEK WAIT,2020-11-01
16C,NHS TEES VALLEY CCG,ALL SUSPECTED CANCER,2256,1920,336,0.85106382978723405,ALL CANCERS TWO WEEK WAIT,2020-11-01
05X,NHS TELFORD AND WREKIN CCG,ALL SUSPECTED CANCER,647,550,97,0.85007727975270497,ALL CANCERS TWO WEEK WAIT,2020-11-01
07G,NHS THURROCK CCG,ALL SUSPECTED CANCER,641,604,37,,ALL CANCERS TWO WEEK WAIT,2020-11-01
08V,NHS TOWER HAMLETS CCG,ALL SUSPECTED CANCER,789,754,35,0.95564005069708502,ALL CANCERS TWO WEEK WAIT,2020-11-01
02A,NHS TRAFFORD CCG,ALL SUSPECTED CANCER,826,619,207,0.74939467312348695,ALL CANCERS TWO WEEK WAIT,2020-11-01
03Q,NHS VALE OF YORK CCG,ALL SUSPECTED CANCER,1043,972,71,0.93192713326941501,ALL CANCERS TWO WEEK WAIT,2020-11-01
03R,NHS WAKEFIELD CCG,ALL SUSPECTED CANCER,1610,1573,37,0.97701863354037299,ALL CANCERS TWO WEEK WAIT,2020-11-01
05Y,NHS WALSALL CCG,ALL SUSPECTED CANCER,900,701,199,0.77888888888888896,ALL CANCERS TWO WEEK WAIT,2020-11-01
08W,NHS WALTHAM FOREST CCG,ALL SUSPECTED CANCER,938,885,53,0.943496801705757,ALL CANCERS TWO WEEK WAIT,2020-11-01
02E,NHS WARRINGTON CCG,ALL SUSPECTED CANCER,953,893,60,,ALL CANCERS TWO WEEK WAIT,2020-11-01
05H,NHS WARWICKSHIRE NORTH CCG,ALL SUSPECTED CANCER,649,552,97,0.85053929121725702,ALL CANCERS TWO WEEK WAIT,2020-11-01
07H,NHS WEST ESSEX CCG,ALL SUSPECTED CANCER,1309,1001,308,0.76470588235294101,ALL CANCERS TWO WEEK WAIT,2020-11-01
11A,NHS WEST HAMPSHIRE CCG,ALL SUSPECTED CANCER,2299,2035,264,,ALL CANCERS TWO WEEK WAIT,2020-11-01
02G,NHS WEST LANCASHIRE CCG,ALL SUSPECTED CANCER,480,394,86,0.82083333333333297,ALL CANCERS TWO WEEK WAIT,2020-11-01
04V,NHS WEST LEICESTERSHIRE CCG,ALL SUSPECTED CANCER,1400,1281,119,0.91500000000000004,ALL CANCERS TWO WEEK WAIT,2020-11-01
08Y,NHS WEST LONDON CCG,ALL SUSPECTED CANCER,735,675,60,0.91836734693877597,ALL CANCERS TWO WEEK WAIT,2020-11-01
07K,NHS WEST SUFFOLK CCG,ALL SUSPECTED CANCER,861,602,259,0.69918699186991895,ALL CANCERS TWO WEEK WAIT,2020-11-01
70F,NHS WEST SUSSEX CCG,ALL SUSPECTED CANCER,3339,2915,424,0.87301587301587302,ALL CANCERS TWO WEEK WAIT,2020-11-01
02H,NHS WIGAN BOROUGH CCG,ALL SUSPECTED CANCER,1178,1061,117,0.90067911714770799,ALL CANCERS TWO WEEK WAIT,2020-11-01
12F,NHS WIRRAL CCG,ALL SUSPECTED CANCER,1529,1387,142,0.90712884238064095,ALL CANCERS TWO WEEK WAIT,2020-11-01
06A,NHS WOLVERHAMPTON CCG,ALL SUSPECTED CANCER,803,659,144,0.82067247820672495,ALL CANCERS TWO WEEK WAIT,2020-11-01
UNKNOWN,UNKNOWN,ALL SUSPECTED CANCER,668,548,120,0.820359281437126,ALL CANCERS TWO WEEK WAIT,2020-11-01
13Q,NATIONAL COMMISSIONING HUB 1,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,13,7,6,0.53846153846153799,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
07L,NHS BARKING AND DAGENHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,22,21,1,0.95454545454545503,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
02P,NHS BARNSLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,129,117,12,0.90697674418604601,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
99E,NHS BASILDON AND BRENTWOOD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,31,26,5,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
02Q,NHS BASSETLAW CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,18,4,14,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,134,29,105,0.21641791044776101,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
06F,NHS BEDFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,82,54,28,0.65853658536585402,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
15A,NHS BERKSHIRE WEST CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,194,180,14,0.92783505154639201,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,248,35,213,0.141129032258065,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
00Q,NHS BLACKBURN WITH DARWEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,51,46,5,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
00R,NHS BLACKPOOL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,58,56,2,0.96551724137931005,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
00T,NHS BOLTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,105,27,78,0.25714285714285701,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,96,52,44,0.54166666666666696,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
07P,NHS BRENT CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,51,46,5,0.90196078431372595,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
09D,NHS BRIGHTON AND HOVE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,99,97,2,0.97979797979798,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,145,89,56,0.61379310344827598,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
14Y,NHS BUCKINGHAMSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,10,7,3,0.7,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
00V,NHS BURY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,24,2,22,8.3333333333333301E-2,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
02T,NHS CALDERDALE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,64,60,4,0.9375,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,164,148,16,0.90243902439024404,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
04Y,NHS CANNOCK CHASE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,20,3,17,0.15,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,56,52,4,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,52,36,16,0.69230769230769196,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
27D,NHS CHESHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,97,85,12,0.87628865979381398,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-11-01
