ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
02T,NHS CALDERDALE CCG,ALL SUSPECTED CANCER,605,598,7,0.988429752066116,ALL CANCERS TWO WEEK WAIT,2020-07-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,ALL SUSPECTED CANCER,2753,2575,178,0.935343261896113,ALL CANCERS TWO WEEK WAIT,2020-07-01
04Y,NHS CANNOCK CHASE CCG,ALL SUSPECTED CANCER,453,432,21,0.95364238410596,ALL CANCERS TWO WEEK WAIT,2020-07-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,ALL SUSPECTED CANCER,603,586,17,,ALL CANCERS TWO WEEK WAIT,2020-07-01
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,ALL SUSPECTED CANCER,525,477,48,0.908571428571429,ALL CANCERS TWO WEEK WAIT,2020-07-01
27D,NHS CHESHIRE CCG,ALL SUSPECTED CANCER,2609,2470,139,0.946722882330395,ALL CANCERS TWO WEEK WAIT,2020-07-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,ALL SUSPECTED CANCER,708,635,73,0.896892655367232,ALL CANCERS TWO WEEK WAIT,2020-07-01
07T,NHS CITY AND HACKNEY CCG,ALL SUSPECTED CANCER,642,623,19,0.970404984423676,ALL CANCERS TWO WEEK WAIT,2020-07-01
84H,NHS COUNTY DURHAM CCG,ALL SUSPECTED CANCER,1621,1391,230,0.858112276372609,ALL CANCERS TWO WEEK WAIT,2020-07-01
05A,NHS COVENTRY AND RUGBY CCG,ALL SUSPECTED CANCER,1611,1476,135,0.916201117318436,ALL CANCERS TWO WEEK WAIT,2020-07-01
15M,NHS DERBY AND DERBYSHIRE CCG,ALL SUSPECTED CANCER,2921,2689,232,0.920575145498117,ALL CANCERS TWO WEEK WAIT,2020-07-01
15N,NHS DEVON CCG,ALL SUSPECTED CANCER,5032,4574,458,0.908982511923688,ALL CANCERS TWO WEEK WAIT,2020-07-01
02X,NHS DONCASTER CCG,ALL SUSPECTED CANCER,1008,907,101,,ALL CANCERS TWO WEEK WAIT,2020-07-01
11J,NHS DORSET CCG,ALL SUSPECTED CANCER,2766,2381,385,,ALL CANCERS TWO WEEK WAIT,2020-07-01
05C,NHS DUDLEY CCG,ALL SUSPECTED CANCER,1024,976,48,0.953125,ALL CANCERS TWO WEEK WAIT,2020-07-01
07W,NHS EALING CCG,ALL SUSPECTED CANCER,1013,945,68,0.932872655478776,ALL CANCERS TWO WEEK WAIT,2020-07-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,ALL SUSPECTED CANCER,1767,1616,151,0.914544425580079,ALL CANCERS TWO WEEK WAIT,2020-07-01
15D,NHS EAST BERKSHIRE CCG,ALL SUSPECTED CANCER,1129,1078,51,0.954827280779451,ALL CANCERS TWO WEEK WAIT,2020-07-01
01A,NHS EAST LANCASHIRE CCG,ALL SUSPECTED CANCER,1149,1054,95,,ALL CANCERS TWO WEEK WAIT,2020-07-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,ALL SUSPECTED CANCER,1052,954,98,0.906844106463878,ALL CANCERS TWO WEEK WAIT,2020-07-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,ALL SUSPECTED CANCER,1088,972,116,0.893382352941177,ALL CANCERS TWO WEEK WAIT,2020-07-01
05D,NHS EAST STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,402,379,23,0.942786069651741,ALL CANCERS TWO WEEK WAIT,2020-07-01
97R,NHS EAST SUSSEX CCG,ALL SUSPECTED CANCER,2091,1980,111,0.946915351506456,ALL CANCERS TWO WEEK WAIT,2020-07-01
10K,NHS FAREHAM AND GOSPORT CCG,ALL SUSPECTED CANCER,531,518,13,0.975517890772128,ALL CANCERS TWO WEEK WAIT,2020-07-01
02M,NHS FYLDE AND WYRE CCG,ALL SUSPECTED CANCER,773,739,34,0.95601552393273,ALL CANCERS TWO WEEK WAIT,2020-07-01
11M,NHS GLOUCESTERSHIRE CCG,ALL SUSPECTED CANCER,1974,1901,73,0.963019250253293,ALL CANCERS TWO WEEK WAIT,2020-07-01
03A,NHS GREATER HUDDERSFIELD CCG,ALL SUSPECTED CANCER,730,723,7,0.99041095890411,ALL CANCERS TWO WEEK WAIT,2020-07-01
01E,NHS GREATER PRESTON CCG,ALL SUSPECTED CANCER,832,734,98,0.882211538461538,ALL CANCERS TWO WEEK WAIT,2020-07-01
01F,NHS HALTON CCG,ALL SUSPECTED CANCER,494,449,45,0.908906882591093,ALL CANCERS TWO WEEK WAIT,2020-07-01
08C,NHS HAMMERSMITH AND FULHAM CCG,ALL SUSPECTED CANCER,867,785,82,0.905420991926182,ALL CANCERS TWO WEEK WAIT,2020-07-01
08E,NHS HARROW CCG,ALL SUSPECTED CANCER,773,753,20,0.974126778783959,ALL CANCERS TWO WEEK WAIT,2020-07-01
08F,NHS HAVERING CCG,ALL SUSPECTED CANCER,1046,648,398,0.619502868068834,ALL CANCERS TWO WEEK WAIT,2020-07-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,ALL SUSPECTED CANCER,2294,2075,219,0.904533565823888,ALL CANCERS TWO WEEK WAIT,2020-07-01
06N,NHS HERTS VALLEYS CCG,ALL SUSPECTED CANCER,1924,1866,58,0.96985446985447,ALL CANCERS TWO WEEK WAIT,2020-07-01
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",ALL SUSPECTED CANCER,760,712,48,0.936842105263158,ALL CANCERS TWO WEEK WAIT,2020-07-01
08G,NHS HILLINGDON CCG,ALL SUSPECTED CANCER,711,592,119,0.832630098452883,ALL CANCERS TWO WEEK WAIT,2020-07-01
07Y,NHS HOUNSLOW CCG,ALL SUSPECTED CANCER,689,658,31,0.955007256894049,ALL CANCERS TWO WEEK WAIT,2020-07-01
03F,NHS HULL CCG,ALL SUSPECTED CANCER,709,624,85,0.880112834978843,ALL CANCERS TWO WEEK WAIT,2020-07-01
06L,NHS IPSWICH AND EAST SUFFOLK CCG,ALL SUSPECTED CANCER,1300,1170,130,0.9,ALL CANCERS TWO WEEK WAIT,2020-07-01
10L,NHS ISLE OF WIGHT CCG,ALL SUSPECTED CANCER,505,482,23,0.954455445544554,ALL CANCERS TWO WEEK WAIT,2020-07-01
91Q,NHS KENT AND MEDWAY CCG,ALL SUSPECTED CANCER,6050,5912,138,0.977190082644628,ALL CANCERS TWO WEEK WAIT,2020-07-01
11N,NHS KERNOW CCG,ALL SUSPECTED CANCER,2315,2274,41,0.982289416846652,ALL CANCERS TWO WEEK WAIT,2020-07-01
01J,NHS KNOWSLEY CCG,ALL SUSPECTED CANCER,614,588,26,0.957654723127036,ALL CANCERS TWO WEEK WAIT,2020-07-01
15F,NHS LEEDS CCG,ALL SUSPECTED CANCER,3011,2145,866,0.712387910993026,ALL CANCERS TWO WEEK WAIT,2020-07-01
04C,NHS LEICESTER CITY CCG,ALL SUSPECTED CANCER,840,764,76,0.90952380952381,ALL CANCERS TWO WEEK WAIT,2020-07-01
71E,NHS LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,2770,2473,297,0.892779783393502,ALL CANCERS TWO WEEK WAIT,2020-07-01
99A,NHS LIVERPOOL CCG,ALL SUSPECTED CANCER,1461,1390,71,0.951403148528405,ALL CANCERS TWO WEEK WAIT,2020-07-01
06P,NHS LUTON CCG,ALL SUSPECTED CANCER,418,401,17,0.95933014354067,ALL CANCERS TWO WEEK WAIT,2020-07-01
14L,NHS MANCHESTER CCG,ALL SUSPECTED CANCER,1721,1292,429,0.750726321905869,ALL CANCERS TWO WEEK WAIT,2020-07-01
06Q,NHS MID ESSEX CCG,ALL SUSPECTED CANCER,1291,1126,165,,ALL CANCERS TWO WEEK WAIT,2020-07-01
04F,NHS MILTON KEYNES CCG,ALL SUSPECTED CANCER,748,591,157,0.790106951871658,ALL CANCERS TWO WEEK WAIT,2020-07-01
01K,NHS MORECAMBE BAY CCG,ALL SUSPECTED CANCER,1104,905,199,0.819746376811594,ALL CANCERS TWO WEEK WAIT,2020-07-01
13T,NHS NEWCASTLE GATESHEAD CCG,ALL SUSPECTED CANCER,1378,1032,346,0.748911465892598,ALL CANCERS TWO WEEK WAIT,2020-07-01
08M,NHS NEWHAM CCG,ALL SUSPECTED CANCER,673,650,23,0.965824665676077,ALL CANCERS TWO WEEK WAIT,2020-07-01
26A,NHS NORFOLK AND WAVENEY CCG,ALL SUSPECTED CANCER,3082,2784,298,0.903309539260221,ALL CANCERS TWO WEEK WAIT,2020-07-01
93C,NHS NORTH CENTRAL LONDON CCG,ALL SUSPECTED CANCER,4534,4135,399,0.911998235553595,ALL CANCERS TWO WEEK WAIT,2020-07-01
01H,NHS NORTH CUMBRIA CCG,ALL SUSPECTED CANCER,1121,1009,112,0.900089206066013,ALL CANCERS TWO WEEK WAIT,2020-07-01
06T,NHS NORTH EAST ESSEX CCG,ALL SUSPECTED CANCER,1442,1291,151,0.895284327323162,ALL CANCERS TWO WEEK WAIT,2020-07-01
99M,NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG,ALL SUSPECTED CANCER,474,452,22,0.953586497890295,ALL CANCERS TWO WEEK WAIT,2020-07-01
03H,NHS NORTH EAST LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,344,305,39,0.886627906976744,ALL CANCERS TWO WEEK WAIT,2020-07-01
10J,NHS NORTH HAMPSHIRE CCG,ALL SUSPECTED CANCER,565,518,47,,ALL CANCERS TWO WEEK WAIT,2020-07-01
03J,NHS NORTH KIRKLEES CCG,ALL SUSPECTED CANCER,620,608,12,0.980645161290323,ALL CANCERS TWO WEEK WAIT,2020-07-01
03K,NHS NORTH LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,464,448,16,0.96551724137931,ALL CANCERS TWO WEEK WAIT,2020-07-01
05G,NHS NORTH STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,771,756,15,0.980544747081712,ALL CANCERS TWO WEEK WAIT,2020-07-01
99C,NHS NORTH TYNESIDE CCG,ALL SUSPECTED CANCER,728,641,87,0.880494505494505,ALL CANCERS TWO WEEK WAIT,2020-07-01
42D,NHS NORTH YORKSHIRE CCG,ALL SUSPECTED CANCER,1336,1168,168,0.874251497005988,ALL CANCERS TWO WEEK WAIT,2020-07-01
78H,NHS NORTHAMPTONSHIRE CCG,ALL SUSPECTED CANCER,1962,1631,331,,ALL CANCERS TWO WEEK WAIT,2020-07-01
00L,NHS NORTHUMBERLAND CCG,ALL SUSPECTED CANCER,1186,1030,156,0.868465430016863,ALL CANCERS TWO WEEK WAIT,2020-07-01
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,ALL SUSPECTED CANCER,3248,2981,267,0.917795566502463,ALL CANCERS TWO WEEK WAIT,2020-07-01
00Y,NHS OLDHAM CCG,ALL SUSPECTED CANCER,817,792,25,0.969400244798042,ALL CANCERS TWO WEEK WAIT,2020-07-01
10Q,NHS OXFORDSHIRE CCG,ALL SUSPECTED CANCER,1846,1331,515,0.721018418201517,ALL CANCERS TWO WEEK WAIT,2020-07-01
10R,NHS PORTSMOUTH CCG,ALL SUSPECTED CANCER,504,493,11,0.978174603174603,ALL CANCERS TWO WEEK WAIT,2020-07-01
08N,NHS REDBRIDGE CCG,ALL SUSPECTED CANCER,874,681,193,0.779176201372998,ALL CANCERS TWO WEEK WAIT,2020-07-01
03L,NHS ROTHERHAM CCG,ALL SUSPECTED CANCER,743,717,26,0.965006729475101,ALL CANCERS TWO WEEK WAIT,2020-07-01
01G,NHS SALFORD CCG,ALL SUSPECTED CANCER,811,742,69,0.914919852034525,ALL CANCERS TWO WEEK WAIT,2020-07-01
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,ALL SUSPECTED CANCER,1261,1174,87,0.931007137192704,ALL CANCERS TWO WEEK WAIT,2020-07-01
03N,NHS SHEFFIELD CCG,ALL SUSPECTED CANCER,1559,1509,50,0.967928159076331,ALL CANCERS TWO WEEK WAIT,2020-07-01
05N,NHS SHROPSHIRE CCG,ALL SUSPECTED CANCER,1249,1225,24,0.980784627702162,ALL CANCERS TWO WEEK WAIT,2020-07-01
11X,NHS SOMERSET CCG,ALL SUSPECTED CANCER,1944,1691,253,0.869855967078189,ALL CANCERS TWO WEEK WAIT,2020-07-01
72Q,NHS SOUTH EAST LONDON CCG,ALL SUSPECTED CANCER,5813,5361,452,0.922243247892654,ALL CANCERS TWO WEEK WAIT,2020-07-01
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,ALL SUSPECTED CANCER,704,560,144,0.795454545454545,ALL CANCERS TWO WEEK WAIT,2020-07-01
10V,NHS SOUTH EASTERN HAMPSHIRE CCG,ALL SUSPECTED CANCER,606,592,14,0.976897689768977,ALL CANCERS TWO WEEK WAIT,2020-07-01
01T,NHS SOUTH SEFTON CCG,ALL SUSPECTED CANCER,620,598,22,0.964516129032258,ALL CANCERS TWO WEEK WAIT,2020-07-01
00N,NHS SOUTH TYNESIDE CCG,ALL SUSPECTED CANCER,492,349,143,0.709349593495935,ALL CANCERS TWO WEEK WAIT,2020-07-01
05R,NHS SOUTH WARWICKSHIRE CCG,ALL SUSPECTED CANCER,924,761,163,0.823593073593074,ALL CANCERS TWO WEEK WAIT,2020-07-01
36L,NHS SOUTH WEST LONDON CCG,ALL SUSPECTED CANCER,4312,4134,178,0.958719851576994,ALL CANCERS TWO WEEK WAIT,2020-07-01
10X,NHS SOUTHAMPTON CCG,ALL SUSPECTED CANCER,698,668,30,0.95702005730659,ALL CANCERS TWO WEEK WAIT,2020-07-01
99G,NHS SOUTHEND CCG,ALL SUSPECTED CANCER,617,601,16,,ALL CANCERS TWO WEEK WAIT,2020-07-01
01V,NHS SOUTHPORT AND FORMBY CCG,ALL SUSPECTED CANCER,613,601,12,0.980424143556281,ALL CANCERS TWO WEEK WAIT,2020-07-01
01X,NHS ST HELENS CCG,ALL SUSPECTED CANCER,812,781,31,0.961822660098522,ALL CANCERS TWO WEEK WAIT,2020-07-01
05V,NHS STAFFORD AND SURROUNDS CCG,ALL SUSPECTED CANCER,663,644,19,0.971342383107089,ALL CANCERS TWO WEEK WAIT,2020-07-01
01W,NHS STOCKPORT CCG,ALL SUSPECTED CANCER,1070,916,154,0.85607476635514,ALL CANCERS TWO WEEK WAIT,2020-07-01
05W,NHS STOKE ON TRENT CCG,ALL SUSPECTED CANCER,991,962,29,0.970736629667003,ALL CANCERS TWO WEEK WAIT,2020-07-01
00P,NHS SUNDERLAND CCG,ALL SUSPECTED CANCER,1015,849,166,0.836453201970443,ALL CANCERS TWO WEEK WAIT,2020-07-01
92A,NHS SURREY HEARTLANDS CCG,ALL SUSPECTED CANCER,3618,3475,143,0.960475400773908,ALL CANCERS TWO WEEK WAIT,2020-07-01
10C,NHS SURREY HEATH CCG,ALL SUSPECTED CANCER,214,205,9,0.957943925233645,ALL CANCERS TWO WEEK WAIT,2020-07-01
01Y,NHS TAMESIDE AND GLOSSOP CCG,ALL SUSPECTED CANCER,857,831,26,0.969661610268378,ALL CANCERS TWO WEEK WAIT,2020-07-01
16C,NHS TEES VALLEY CCG,ALL SUSPECTED CANCER,1972,1528,444,0.774847870182556,ALL CANCERS TWO WEEK WAIT,2020-07-01
05X,NHS TELFORD AND WREKIN CCG,ALL SUSPECTED CANCER,608,603,5,0.991776315789474,ALL CANCERS TWO WEEK WAIT,2020-07-01
07G,NHS THURROCK CCG,ALL SUSPECTED CANCER,509,500,9,,ALL CANCERS TWO WEEK WAIT,2020-07-01
08V,NHS TOWER HAMLETS CCG,ALL SUSPECTED CANCER,691,660,31,0.955137481910275,ALL CANCERS TWO WEEK WAIT,2020-07-01
02A,NHS TRAFFORD CCG,ALL SUSPECTED CANCER,835,544,291,0.651497005988024,ALL CANCERS TWO WEEK WAIT,2020-07-01
03Q,NHS VALE OF YORK CCG,ALL SUSPECTED CANCER,993,935,58,0.94159113796576,ALL CANCERS TWO WEEK WAIT,2020-07-01
03R,NHS WAKEFIELD CCG,ALL SUSPECTED CANCER,1505,1487,18,0.988039867109635,ALL CANCERS TWO WEEK WAIT,2020-07-01
05Y,NHS WALSALL CCG,ALL SUSPECTED CANCER,817,758,59,0.927784577723378,ALL CANCERS TWO WEEK WAIT,2020-07-01
08W,NHS WALTHAM FOREST CCG,ALL SUSPECTED CANCER,760,736,24,0.968421052631579,ALL CANCERS TWO WEEK WAIT,2020-07-01
02E,NHS WARRINGTON CCG,ALL SUSPECTED CANCER,849,746,103,,ALL CANCERS TWO WEEK WAIT,2020-07-01
05H,NHS WARWICKSHIRE NORTH CCG,ALL SUSPECTED CANCER,587,506,81,0.862010221465077,ALL CANCERS TWO WEEK WAIT,2020-07-01
07H,NHS WEST ESSEX CCG,ALL SUSPECTED CANCER,1135,1011,124,0.890748898678414,ALL CANCERS TWO WEEK WAIT,2020-07-01
11A,NHS WEST HAMPSHIRE CCG,ALL SUSPECTED CANCER,1975,1855,120,,ALL CANCERS TWO WEEK WAIT,2020-07-01
02G,NHS WEST LANCASHIRE CCG,ALL SUSPECTED CANCER,484,467,17,0.964876033057851,ALL CANCERS TWO WEEK WAIT,2020-07-01
04V,NHS WEST LEICESTERSHIRE CCG,ALL SUSPECTED CANCER,1155,1035,120,0.896103896103896,ALL CANCERS TWO WEEK WAIT,2020-07-01
08Y,NHS WEST LONDON CCG,ALL SUSPECTED CANCER,609,551,58,0.904761904761905,ALL CANCERS TWO WEEK WAIT,2020-07-01
07K,NHS WEST SUFFOLK CCG,ALL SUSPECTED CANCER,732,517,215,0.706284153005464,ALL CANCERS TWO WEEK WAIT,2020-07-01
70F,NHS WEST SUSSEX CCG,ALL SUSPECTED CANCER,2922,2750,172,0.94113620807666,ALL CANCERS TWO WEEK WAIT,2020-07-01
02H,NHS WIGAN BOROUGH CCG,ALL SUSPECTED CANCER,972,906,66,0.932098765432099,ALL CANCERS TWO WEEK WAIT,2020-07-01
12F,NHS WIRRAL CCG,ALL SUSPECTED CANCER,1202,1146,56,0.953410981697171,ALL CANCERS TWO WEEK WAIT,2020-07-01
06A,NHS WOLVERHAMPTON CCG,ALL SUSPECTED CANCER,677,640,37,0.945347119645495,ALL CANCERS TWO WEEK WAIT,2020-07-01
UNKNOWN,UNKNOWN,ALL SUSPECTED CANCER,614,554,60,0.90228013029316,ALL CANCERS TWO WEEK WAIT,2020-07-01
13Q,NATIONAL COMMISSIONING HUB 1,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,9,7,2,0.777777777777778,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
07L,NHS BARKING AND DAGENHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,2,2,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
02P,NHS BARNSLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,84,84,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
99E,NHS BASILDON AND BRENTWOOD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,7,7,0,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
02Q,NHS BASSETLAW CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,2,2,0,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,49,48,1,0.979591836734694,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
06F,NHS BEDFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,57,53,4,0.929824561403509,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
15A,NHS BERKSHIRE WEST CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,89,87,2,0.97752808988764,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,199,105,94,0.527638190954774,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
00Q,NHS BLACKBURN WITH DARWEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,48,42,6,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
00R,NHS BLACKPOOL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,61,59,2,0.967213114754098,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
00T,NHS BOLTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,87,82,5,0.942528735632184,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,73,70,3,0.958904109589041,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
07P,NHS BRENT CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,50,48,2,0.96,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
09D,NHS BRIGHTON AND HOVE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,53,53,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,151,145,6,0.960264900662252,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
14Y,NHS BUCKINGHAMSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,7,5,2,0.714285714285714,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
00V,NHS BURY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,40,38,2,0.95,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
02T,NHS CALDERDALE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,44,42,2,0.954545454545455,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,117,113,4,0.965811965811966,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
04Y,NHS CANNOCK CHASE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,28,27,1,0.964285714285714,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,37,35,2,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,34,32,2,0.941176470588235,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
27D,NHS CHESHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,85,74,11,0.870588235294118,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,43,19,24,0.441860465116279,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
07T,NHS CITY AND HACKNEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,93,89,4,0.956989247311828,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-07-01
