ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
01E,NHS GREATER PRESTON CCG,ALL SUSPECTED CANCER,975,899,76,0.922051282051282,ALL CANCERS TWO WEEK WAIT,2021-04-01
01F,NHS HALTON CCG,ALL SUSPECTED CANCER,553,492,61,0.889692585895118,ALL CANCERS TWO WEEK WAIT,2021-04-01
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",ALL SUSPECTED CANCER,5594,5061,533,0.904719342152306,ALL CANCERS TWO WEEK WAIT,2021-04-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,ALL SUSPECTED CANCER,2772,2266,506,0.817460317460317,ALL CANCERS TWO WEEK WAIT,2021-04-01
06N,NHS HERTS VALLEYS CCG,ALL SUSPECTED CANCER,2162,1839,323,0.850601295097132,ALL CANCERS TWO WEEK WAIT,2021-04-01
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",ALL SUSPECTED CANCER,895,783,112,0.874860335195531,ALL CANCERS TWO WEEK WAIT,2021-04-01
03F,NHS HULL CCG,ALL SUSPECTED CANCER,827,649,178,0.784764207980653,ALL CANCERS TWO WEEK WAIT,2021-04-01
06L,NHS IPSWICH AND EAST SUFFOLK CCG,ALL SUSPECTED CANCER,1485,1176,309,0.791919191919192,ALL CANCERS TWO WEEK WAIT,2021-04-01
91Q,NHS KENT AND MEDWAY CCG,ALL SUSPECTED CANCER,7528,7210,318,0.957757704569607,ALL CANCERS TWO WEEK WAIT,2021-04-01
11N,NHS KERNOW CCG,ALL SUSPECTED CANCER,2689,2182,507,0.811454072145779,ALL CANCERS TWO WEEK WAIT,2021-04-01
X2C4Y,NHS KIRKLEES CCG,ALL SUSPECTED CANCER,1486,1438,48,0.967698519515478,ALL CANCERS TWO WEEK WAIT,2021-04-01
01J,NHS KNOWSLEY CCG,ALL SUSPECTED CANCER,774,692,82,0.89405684754522,ALL CANCERS TWO WEEK WAIT,2021-04-01
15F,NHS LEEDS CCG,ALL SUSPECTED CANCER,3284,2445,839,0.744518879415347,ALL CANCERS TWO WEEK WAIT,2021-04-01
04C,NHS LEICESTER CITY CCG,ALL SUSPECTED CANCER,1117,989,128,0.885407341092211,ALL CANCERS TWO WEEK WAIT,2021-04-01
71E,NHS LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,3249,2538,711,0.781163434903047,ALL CANCERS TWO WEEK WAIT,2021-04-01
99A,NHS LIVERPOOL CCG,ALL SUSPECTED CANCER,1990,1902,88,0.955778894472362,ALL CANCERS TWO WEEK WAIT,2021-04-01
14L,NHS MANCHESTER CCG,ALL SUSPECTED CANCER,2161,1878,283,0.869042110134197,ALL CANCERS TWO WEEK WAIT,2021-04-01
06Q,NHS MID ESSEX CCG,ALL SUSPECTED CANCER,1634,1373,261,,ALL CANCERS TWO WEEK WAIT,2021-04-01
01K,NHS MORECAMBE BAY CCG,ALL SUSPECTED CANCER,1329,1086,243,0.817155756207675,ALL CANCERS TWO WEEK WAIT,2021-04-01
13T,NHS NEWCASTLE GATESHEAD CCG,ALL SUSPECTED CANCER,1659,1033,626,0.622664255575648,ALL CANCERS TWO WEEK WAIT,2021-04-01
26A,NHS NORFOLK AND WAVENEY CCG,ALL SUSPECTED CANCER,3422,2570,852,0.751022793687902,ALL CANCERS TWO WEEK WAIT,2021-04-01
93C,NHS NORTH CENTRAL LONDON CCG,ALL SUSPECTED CANCER,5818,5215,603,0.896356136129254,ALL CANCERS TWO WEEK WAIT,2021-04-01
01H,NHS NORTH CUMBRIA CCG,ALL SUSPECTED CANCER,1222,1054,168,0.862520458265139,ALL CANCERS TWO WEEK WAIT,2021-04-01
06T,NHS NORTH EAST ESSEX CCG,ALL SUSPECTED CANCER,1445,1007,438,0.696885813148789,ALL CANCERS TWO WEEK WAIT,2021-04-01
03H,NHS NORTH EAST LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,513,499,14,0.97270955165692,ALL CANCERS TWO WEEK WAIT,2021-04-01
A3A8R,NHS NORTH EAST LONDON CCG,ALL SUSPECTED CANCER,5495,5137,358,0.934849863512284,ALL CANCERS TWO WEEK WAIT,2021-04-01
03K,NHS NORTH LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,503,474,29,0.94234592445328,ALL CANCERS TWO WEEK WAIT,2021-04-01
05G,NHS NORTH STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,825,637,188,0.772121212121212,ALL CANCERS TWO WEEK WAIT,2021-04-01
99C,NHS NORTH TYNESIDE CCG,ALL SUSPECTED CANCER,883,662,221,0.749716874292186,ALL CANCERS TWO WEEK WAIT,2021-04-01
W2U3Z,NHS NORTH WEST LONDON CCG,ALL SUSPECTED CANCER,7714,7133,581,0.924682395644283,ALL CANCERS TWO WEEK WAIT,2021-04-01
42D,NHS NORTH YORKSHIRE CCG,ALL SUSPECTED CANCER,1522,1312,210,0.862023653088042,ALL CANCERS TWO WEEK WAIT,2021-04-01
78H,NHS NORTHAMPTONSHIRE CCG,ALL SUSPECTED CANCER,2507,2282,225,,ALL CANCERS TWO WEEK WAIT,2021-04-01
00L,NHS NORTHUMBERLAND CCG,ALL SUSPECTED CANCER,1395,1099,296,0.787813620071685,ALL CANCERS TWO WEEK WAIT,2021-04-01
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,ALL SUSPECTED CANCER,3972,3426,546,0.862537764350453,ALL CANCERS TWO WEEK WAIT,2021-04-01
00Y,NHS OLDHAM CCG,ALL SUSPECTED CANCER,876,820,56,0.936073059360731,ALL CANCERS TWO WEEK WAIT,2021-04-01
10Q,NHS OXFORDSHIRE CCG,ALL SUSPECTED CANCER,2013,1464,549,0.727272727272727,ALL CANCERS TWO WEEK WAIT,2021-04-01
10R,NHS PORTSMOUTH CCG,ALL SUSPECTED CANCER,510,484,26,0.949019607843137,ALL CANCERS TWO WEEK WAIT,2021-04-01
03L,NHS ROTHERHAM CCG,ALL SUSPECTED CANCER,820,786,34,0.958536585365854,ALL CANCERS TWO WEEK WAIT,2021-04-01
01G,NHS SALFORD CCG,ALL SUSPECTED CANCER,947,797,150,0.841605068637804,ALL CANCERS TWO WEEK WAIT,2021-04-01
03N,NHS SHEFFIELD CCG,ALL SUSPECTED CANCER,1684,1344,340,0.798099762470309,ALL CANCERS TWO WEEK WAIT,2021-04-01
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",ALL SUSPECTED CANCER,2070,1765,305,0.852657004830918,ALL CANCERS TWO WEEK WAIT,2021-04-01
11X,NHS SOMERSET CCG,ALL SUSPECTED CANCER,2087,1826,261,0.874940105414471,ALL CANCERS TWO WEEK WAIT,2021-04-01
72Q,NHS SOUTH EAST LONDON CCG,ALL SUSPECTED CANCER,7124,6395,729,0.897669848399775,ALL CANCERS TWO WEEK WAIT,2021-04-01
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,ALL SUSPECTED CANCER,804,625,179,0.777363184079602,ALL CANCERS TWO WEEK WAIT,2021-04-01
01T,NHS SOUTH SEFTON CCG,ALL SUSPECTED CANCER,760,720,40,0.947368421052632,ALL CANCERS TWO WEEK WAIT,2021-04-01
00N,NHS SOUTH TYNESIDE CCG,ALL SUSPECTED CANCER,670,550,120,0.82089552238806,ALL CANCERS TWO WEEK WAIT,2021-04-01
36L,NHS SOUTH WEST LONDON CCG,ALL SUSPECTED CANCER,5042,4796,246,0.951209837366125,ALL CANCERS TWO WEEK WAIT,2021-04-01
99G,NHS SOUTHEND CCG,ALL SUSPECTED CANCER,706,481,225,,ALL CANCERS TWO WEEK WAIT,2021-04-01
01V,NHS SOUTHPORT AND FORMBY CCG,ALL SUSPECTED CANCER,656,576,80,0.878048780487805,ALL CANCERS TWO WEEK WAIT,2021-04-01
01X,NHS ST HELENS CCG,ALL SUSPECTED CANCER,815,721,94,0.884662576687117,ALL CANCERS TWO WEEK WAIT,2021-04-01
05V,NHS STAFFORD AND SURROUNDS CCG,ALL SUSPECTED CANCER,802,663,139,0.826683291770574,ALL CANCERS TWO WEEK WAIT,2021-04-01
01W,NHS STOCKPORT CCG,ALL SUSPECTED CANCER,1215,992,223,0.816460905349794,ALL CANCERS TWO WEEK WAIT,2021-04-01
05W,NHS STOKE ON TRENT CCG,ALL SUSPECTED CANCER,1227,940,287,0.766096169519152,ALL CANCERS TWO WEEK WAIT,2021-04-01
00P,NHS SUNDERLAND CCG,ALL SUSPECTED CANCER,1079,928,151,0.860055607043559,ALL CANCERS TWO WEEK WAIT,2021-04-01
92A,NHS SURREY HEARTLANDS CCG,ALL SUSPECTED CANCER,4098,3934,164,0.959980478282089,ALL CANCERS TWO WEEK WAIT,2021-04-01
01Y,NHS TAMESIDE AND GLOSSOP CCG,ALL SUSPECTED CANCER,993,962,31,0.968781470292044,ALL CANCERS TWO WEEK WAIT,2021-04-01
16C,NHS TEES VALLEY CCG,ALL SUSPECTED CANCER,2251,2022,229,0.898267436694802,ALL CANCERS TWO WEEK WAIT,2021-04-01
07G,NHS THURROCK CCG,ALL SUSPECTED CANCER,622,571,51,,ALL CANCERS TWO WEEK WAIT,2021-04-01
02A,NHS TRAFFORD CCG,ALL SUSPECTED CANCER,926,793,133,0.856371490280778,ALL CANCERS TWO WEEK WAIT,2021-04-01
03Q,NHS VALE OF YORK CCG,ALL SUSPECTED CANCER,1154,1010,144,0.875216637781629,ALL CANCERS TWO WEEK WAIT,2021-04-01
03R,NHS WAKEFIELD CCG,ALL SUSPECTED CANCER,1711,1656,55,0.967855055523086,ALL CANCERS TWO WEEK WAIT,2021-04-01
02E,NHS WARRINGTON CCG,ALL SUSPECTED CANCER,885,835,50,,ALL CANCERS TWO WEEK WAIT,2021-04-01
07H,NHS WEST ESSEX CCG,ALL SUSPECTED CANCER,1271,1004,267,0.789929189614477,ALL CANCERS TWO WEEK WAIT,2021-04-01
02G,NHS WEST LANCASHIRE CCG,ALL SUSPECTED CANCER,507,447,60,0.881656804733728,ALL CANCERS TWO WEEK WAIT,2021-04-01
04V,NHS WEST LEICESTERSHIRE CCG,ALL SUSPECTED CANCER,1506,1308,198,0.868525896414343,ALL CANCERS TWO WEEK WAIT,2021-04-01
07K,NHS WEST SUFFOLK CCG,ALL SUSPECTED CANCER,855,602,253,0.704093567251462,ALL CANCERS TWO WEEK WAIT,2021-04-01
70F,NHS WEST SUSSEX CCG,ALL SUSPECTED CANCER,3509,3113,396,0.887147335423197,ALL CANCERS TWO WEEK WAIT,2021-04-01
02H,NHS WIGAN BOROUGH CCG,ALL SUSPECTED CANCER,1209,1154,55,0.954507857733664,ALL CANCERS TWO WEEK WAIT,2021-04-01
12F,NHS WIRRAL CCG,ALL SUSPECTED CANCER,1543,1492,51,0.966947504860661,ALL CANCERS TWO WEEK WAIT,2021-04-01
UNKNOWN,UNKNOWN,ALL SUSPECTED CANCER,706,553,153,0.78328611898017,ALL CANCERS TWO WEEK WAIT,2021-04-01
13Q,NATIONAL COMMISSIONING HUB 1,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,15,5,10,0.333333333333333,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
02P,NHS BARNSLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,117,88,29,0.752136752136752,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
99E,NHS BASILDON AND BRENTWOOD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,32,31,1,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
02Q,NHS BASSETLAW CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,29,4,25,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,115,67,48,0.582608695652174,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,175,124,51,0.708571428571429,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
15A,NHS BERKSHIRE WEST CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,129,127,2,0.984496124031008,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,75,30,45,0.4,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,381,114,267,0.299212598425197,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
00Q,NHS BLACKBURN WITH DARWEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,60,47,13,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
00R,NHS BLACKPOOL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,70,29,41,0.414285714285714,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
00T,NHS BOLTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,108,23,85,0.212962962962963,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,316,208,108,0.658227848101266,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
09D,NHS BRIGHTON AND HOVE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,95,85,10,0.894736842105263,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,182,17,165,0.0934065934065934,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
14Y,NHS BUCKINGHAMSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,59,56,3,0.949152542372881,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
00V,NHS BURY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,74,35,39,0.472972972972973,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
02T,NHS CALDERDALE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,75,73,2,0.973333333333333,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,139,107,32,0.76978417266187,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
04Y,NHS CANNOCK CHASE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,33,4,29,0.121212121212121,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,71,14,57,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
27D,NHS CHESHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,107,55,52,0.514018691588785,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,57,34,23,0.596491228070175,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
84H,NHS COUNTY DURHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,193,107,86,0.55440414507772,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,297,238,59,0.801346801346801,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
15M,NHS DERBY AND DERBYSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,208,103,105,0.495192307692308,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
15N,NHS DEVON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,290,72,218,0.248275862068966,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
02X,NHS DONCASTER CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,73,8,65,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
11J,NHS DORSET CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,100,6,94,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,144,118,26,0.819444444444444,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
01A,NHS EAST LANCASHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,124,103,21,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,49,34,15,0.693877551020408,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,48,7,41,0.145833333333333,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
05D,NHS EAST STAFFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,33,10,23,0.303030303030303,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
97R,NHS EAST SUSSEX CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,239,225,14,0.941422594142259,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
D4U1Y,NHS FRIMLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,30,22,8,0.733333333333333,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
02M,NHS FYLDE AND WYRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,50,19,31,0.38,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
11M,NHS GLOUCESTERSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,76,71,5,0.934210526315789,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
01E,NHS GREATER PRESTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,100,57,43,0.57,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
01F,NHS HALTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,36,25,11,0.694444444444444,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,362,313,49,0.864640883977901,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,120,30,90,0.25,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-04-01
