ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,ALL SUSPECTED CANCER,712,670,42,0.94101123595505598,ALL CANCERS TWO WEEK WAIT,2020-05-01
03N,NHS SHEFFIELD CCG,ALL SUSPECTED CANCER,984,974,10,0.98983739837398399,ALL CANCERS TWO WEEK WAIT,2020-05-01
05N,NHS SHROPSHIRE CCG,ALL SUSPECTED CANCER,732,708,24,0.96721311475409799,ALL CANCERS TWO WEEK WAIT,2020-05-01
11X,NHS SOMERSET CCG,ALL SUSPECTED CANCER,1238,1189,49,0.96042003231017803,ALL CANCERS TWO WEEK WAIT,2020-05-01
72Q,NHS SOUTH EAST LONDON CCG,ALL SUSPECTED CANCER,3267,3019,248,0.92408937863483298,ALL CANCERS TWO WEEK WAIT,2020-05-01
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,ALL SUSPECTED CANCER,405,357,48,0.88148148148148198,ALL CANCERS TWO WEEK WAIT,2020-05-01
10V,NHS SOUTH EASTERN HAMPSHIRE CCG,ALL SUSPECTED CANCER,333,331,2,0.99399399399399402,ALL CANCERS TWO WEEK WAIT,2020-05-01
01T,NHS SOUTH SEFTON CCG,ALL SUSPECTED CANCER,354,353,1,0.99717514124293805,ALL CANCERS TWO WEEK WAIT,2020-05-01
00N,NHS SOUTH TYNESIDE CCG,ALL SUSPECTED CANCER,296,248,48,0.83783783783783805,ALL CANCERS TWO WEEK WAIT,2020-05-01
05R,NHS SOUTH WARWICKSHIRE CCG,ALL SUSPECTED CANCER,469,413,56,0.88059701492537301,ALL CANCERS TWO WEEK WAIT,2020-05-01
36L,NHS SOUTH WEST LONDON CCG,ALL SUSPECTED CANCER,2627,2574,53,0.979824895317853,ALL CANCERS TWO WEEK WAIT,2020-05-01
10X,NHS SOUTHAMPTON CCG,ALL SUSPECTED CANCER,386,375,11,0.97150259067357503,ALL CANCERS TWO WEEK WAIT,2020-05-01
99G,NHS SOUTHEND CCG,ALL SUSPECTED CANCER,377,359,18,,ALL CANCERS TWO WEEK WAIT,2020-05-01
01V,NHS SOUTHPORT AND FORMBY CCG,ALL SUSPECTED CANCER,307,301,6,0.98045602605863202,ALL CANCERS TWO WEEK WAIT,2020-05-01
01X,NHS ST HELENS CCG,ALL SUSPECTED CANCER,439,397,42,0.90432801822323505,ALL CANCERS TWO WEEK WAIT,2020-05-01
05V,NHS STAFFORD AND SURROUNDS CCG,ALL SUSPECTED CANCER,400,383,17,0.95750000000000002,ALL CANCERS TWO WEEK WAIT,2020-05-01
01W,NHS STOCKPORT CCG,ALL SUSPECTED CANCER,701,656,45,0.93580599144079901,ALL CANCERS TWO WEEK WAIT,2020-05-01
05W,NHS STOKE ON TRENT CCG,ALL SUSPECTED CANCER,579,552,27,0.95336787564766801,ALL CANCERS TWO WEEK WAIT,2020-05-01
00P,NHS SUNDERLAND CCG,ALL SUSPECTED CANCER,619,571,48,0.92245557350565399,ALL CANCERS TWO WEEK WAIT,2020-05-01
92A,NHS SURREY HEARTLANDS CCG,ALL SUSPECTED CANCER,2303,2247,56,0.97568389057750804,ALL CANCERS TWO WEEK WAIT,2020-05-01
10C,NHS SURREY HEATH CCG,ALL SUSPECTED CANCER,138,133,5,0.96376811594202905,ALL CANCERS TWO WEEK WAIT,2020-05-01
01Y,NHS TAMESIDE AND GLOSSOP CCG,ALL SUSPECTED CANCER,477,449,28,0.94129979035639399,ALL CANCERS TWO WEEK WAIT,2020-05-01
16C,NHS TEES VALLEY CCG,ALL SUSPECTED CANCER,1023,963,60,0.94134897360703795,ALL CANCERS TWO WEEK WAIT,2020-05-01
05X,NHS TELFORD AND WREKIN CCG,ALL SUSPECTED CANCER,346,333,13,0.96242774566473999,ALL CANCERS TWO WEEK WAIT,2020-05-01
07G,NHS THURROCK CCG,ALL SUSPECTED CANCER,348,334,14,,ALL CANCERS TWO WEEK WAIT,2020-05-01
08V,NHS TOWER HAMLETS CCG,ALL SUSPECTED CANCER,359,353,6,0.98328690807799402,ALL CANCERS TWO WEEK WAIT,2020-05-01
02A,NHS TRAFFORD CCG,ALL SUSPECTED CANCER,498,418,80,0.83935742971887595,ALL CANCERS TWO WEEK WAIT,2020-05-01
03Q,NHS VALE OF YORK CCG,ALL SUSPECTED CANCER,547,532,15,0.97257769652650805,ALL CANCERS TWO WEEK WAIT,2020-05-01
03R,NHS WAKEFIELD CCG,ALL SUSPECTED CANCER,731,685,46,0.93707250341997295,ALL CANCERS TWO WEEK WAIT,2020-05-01
05Y,NHS WALSALL CCG,ALL SUSPECTED CANCER,487,467,20,0.95893223819301798,ALL CANCERS TWO WEEK WAIT,2020-05-01
08W,NHS WALTHAM FOREST CCG,ALL SUSPECTED CANCER,557,541,16,0.97127468581687604,ALL CANCERS TWO WEEK WAIT,2020-05-01
02E,NHS WARRINGTON CCG,ALL SUSPECTED CANCER,467,457,10,,ALL CANCERS TWO WEEK WAIT,2020-05-01
05H,NHS WARWICKSHIRE NORTH CCG,ALL SUSPECTED CANCER,344,321,23,0.93313953488372103,ALL CANCERS TWO WEEK WAIT,2020-05-01
07H,NHS WEST ESSEX CCG,ALL SUSPECTED CANCER,621,580,41,0.93397745571658597,ALL CANCERS TWO WEEK WAIT,2020-05-01
11A,NHS WEST HAMPSHIRE CCG,ALL SUSPECTED CANCER,1155,1124,31,,ALL CANCERS TWO WEEK WAIT,2020-05-01
02G,NHS WEST LANCASHIRE CCG,ALL SUSPECTED CANCER,282,276,6,0.97872340425531901,ALL CANCERS TWO WEEK WAIT,2020-05-01
04V,NHS WEST LEICESTERSHIRE CCG,ALL SUSPECTED CANCER,755,671,84,0.888741721854305,ALL CANCERS TWO WEEK WAIT,2020-05-01
08Y,NHS WEST LONDON CCG,ALL SUSPECTED CANCER,360,350,10,0.97222222222222199,ALL CANCERS TWO WEEK WAIT,2020-05-01
07K,NHS WEST SUFFOLK CCG,ALL SUSPECTED CANCER,367,324,43,0.88283378746593999,ALL CANCERS TWO WEEK WAIT,2020-05-01
70F,NHS WEST SUSSEX CCG,ALL SUSPECTED CANCER,1953,1876,77,0.96057347670250903,ALL CANCERS TWO WEEK WAIT,2020-05-01
02H,NHS WIGAN BOROUGH CCG,ALL SUSPECTED CANCER,563,551,12,0.97868561278863198,ALL CANCERS TWO WEEK WAIT,2020-05-01
12F,NHS WIRRAL CCG,ALL SUSPECTED CANCER,717,696,21,0.97071129707113002,ALL CANCERS TWO WEEK WAIT,2020-05-01
06A,NHS WOLVERHAMPTON CCG,ALL SUSPECTED CANCER,378,369,9,0.97619047619047605,ALL CANCERS TWO WEEK WAIT,2020-05-01
UNKNOWN,UNKNOWN,ALL SUSPECTED CANCER,361,344,17,0.95290858725761796,ALL CANCERS TWO WEEK WAIT,2020-05-01
13Q,NATIONAL COMMISSIONING HUB 1,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,3,3,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
07L,NHS BARKING AND DAGENHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,6,3,3,0.5,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
02P,NHS BARNSLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,43,43,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
99E,NHS BASILDON AND BRENTWOOD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,4,4,0,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
02Q,NHS BASSETLAW CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,2,2,0,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,36,36,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
06F,NHS BEDFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,17,17,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
15A,NHS BERKSHIRE WEST CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,60,56,4,0.93333333333333302,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,103,99,4,0.961165048543689,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
00Q,NHS BLACKBURN WITH DARWEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,31,30,1,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
00R,NHS BLACKPOOL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,23,13,10,0.565217391304348,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
00T,NHS BOLTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,31,30,1,0.967741935483871,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,38,34,4,0.89473684210526305,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
07P,NHS BRENT CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,47,47,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
09D,NHS BRIGHTON AND HOVE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,17,17,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,59,58,1,0.98305084745762705,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
14Y,NHS BUCKINGHAMSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,69,67,2,0.97101449275362295,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
00V,NHS BURY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,18,18,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
02T,NHS CALDERDALE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,13,13,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,43,42,1,0.97674418604651203,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
04Y,NHS CANNOCK CHASE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,25,24,1,0.96,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,13,13,0,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,11,11,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
27D,NHS CHESHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,54,50,4,0.92592592592592604,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,24,23,1,0.95833333333333304,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-05-01
