ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
99F,NHS CASTLE POINT AND ROCHFORD CCG,ALL SUSPECTED CANCER,728,561,167,,ALL CANCERS TWO WEEK WAIT,2021-05-01
27D,NHS CHESHIRE CCG,ALL SUSPECTED CANCER,2866,2521,345,0.879623168178646,ALL CANCERS TWO WEEK WAIT,2021-05-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,ALL SUSPECTED CANCER,691,680,11,0.984081041968162,ALL CANCERS TWO WEEK WAIT,2021-05-01
84H,NHS COUNTY DURHAM CCG,ALL SUSPECTED CANCER,1947,1639,308,0.84180790960452,ALL CANCERS TWO WEEK WAIT,2021-05-01
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,ALL SUSPECTED CANCER,3526,3111,415,0.88230289279637,ALL CANCERS TWO WEEK WAIT,2021-05-01
15M,NHS DERBY AND DERBYSHIRE CCG,ALL SUSPECTED CANCER,3562,3129,433,0.878439079169006,ALL CANCERS TWO WEEK WAIT,2021-05-01
15N,NHS DEVON CCG,ALL SUSPECTED CANCER,5151,4127,1024,0.801203649776742,ALL CANCERS TWO WEEK WAIT,2021-05-01
02X,NHS DONCASTER CCG,ALL SUSPECTED CANCER,1004,814,190,,ALL CANCERS TWO WEEK WAIT,2021-05-01
11J,NHS DORSET CCG,ALL SUSPECTED CANCER,3183,2354,829,,ALL CANCERS TWO WEEK WAIT,2021-05-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,ALL SUSPECTED CANCER,2037,1911,126,0.938144329896907,ALL CANCERS TWO WEEK WAIT,2021-05-01
01A,NHS EAST LANCASHIRE CCG,ALL SUSPECTED CANCER,1243,1188,55,,ALL CANCERS TWO WEEK WAIT,2021-05-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,ALL SUSPECTED CANCER,1209,1091,118,0.902398676592225,ALL CANCERS TWO WEEK WAIT,2021-05-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,ALL SUSPECTED CANCER,1219,953,266,0.781788351107465,ALL CANCERS TWO WEEK WAIT,2021-05-01
05D,NHS EAST STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,428,346,82,0.808411214953271,ALL CANCERS TWO WEEK WAIT,2021-05-01
97R,NHS EAST SUSSEX CCG,ALL SUSPECTED CANCER,2587,2510,77,0.970235794356397,ALL CANCERS TWO WEEK WAIT,2021-05-01
D4U1Y,NHS FRIMLEY CCG,ALL SUSPECTED CANCER,2272,2187,85,0.962588028169014,ALL CANCERS TWO WEEK WAIT,2021-05-01
02M,NHS FYLDE AND WYRE CCG,ALL SUSPECTED CANCER,938,855,83,0.911513859275053,ALL CANCERS TWO WEEK WAIT,2021-05-01
11M,NHS GLOUCESTERSHIRE CCG,ALL SUSPECTED CANCER,2081,1982,99,0.952426717924075,ALL CANCERS TWO WEEK WAIT,2021-05-01
01E,NHS GREATER PRESTON CCG,ALL SUSPECTED CANCER,911,885,26,0.97145993413831,ALL CANCERS TWO WEEK WAIT,2021-05-01
01F,NHS HALTON CCG,ALL SUSPECTED CANCER,546,504,42,0.923076923076923,ALL CANCERS TWO WEEK WAIT,2021-05-01
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",ALL SUSPECTED CANCER,5405,4909,496,0.908233117483811,ALL CANCERS TWO WEEK WAIT,2021-05-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,ALL SUSPECTED CANCER,2866,2449,417,0.854501046755059,ALL CANCERS TWO WEEK WAIT,2021-05-01
06N,NHS HERTS VALLEYS CCG,ALL SUSPECTED CANCER,2138,1824,314,0.853133769878391,ALL CANCERS TWO WEEK WAIT,2021-05-01
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",ALL SUSPECTED CANCER,866,782,84,0.903002309468822,ALL CANCERS TWO WEEK WAIT,2021-05-01
03F,NHS HULL CCG,ALL SUSPECTED CANCER,856,636,220,0.742990654205608,ALL CANCERS TWO WEEK WAIT,2021-05-01
06L,NHS IPSWICH AND EAST SUFFOLK CCG,ALL SUSPECTED CANCER,1493,1163,330,0.778968519758875,ALL CANCERS TWO WEEK WAIT,2021-05-01
91Q,NHS KENT AND MEDWAY CCG,ALL SUSPECTED CANCER,7441,7178,263,0.964655288267706,ALL CANCERS TWO WEEK WAIT,2021-05-01
11N,NHS KERNOW CCG,ALL SUSPECTED CANCER,2513,2298,215,0.914444886589733,ALL CANCERS TWO WEEK WAIT,2021-05-01
X2C4Y,NHS KIRKLEES CCG,ALL SUSPECTED CANCER,1451,1424,27,0.981392143349414,ALL CANCERS TWO WEEK WAIT,2021-05-01
01J,NHS KNOWSLEY CCG,ALL SUSPECTED CANCER,757,694,63,0.916776750330251,ALL CANCERS TWO WEEK WAIT,2021-05-01
15F,NHS LEEDS CCG,ALL SUSPECTED CANCER,3175,2359,816,0.742992125984252,ALL CANCERS TWO WEEK WAIT,2021-05-01
04C,NHS LEICESTER CITY CCG,ALL SUSPECTED CANCER,959,876,83,0.913451511991658,ALL CANCERS TWO WEEK WAIT,2021-05-01
71E,NHS LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,3145,2551,594,0.811128775834658,ALL CANCERS TWO WEEK WAIT,2021-05-01
99A,NHS LIVERPOOL CCG,ALL SUSPECTED CANCER,2003,1934,69,0.965551672491263,ALL CANCERS TWO WEEK WAIT,2021-05-01
14L,NHS MANCHESTER CCG,ALL SUSPECTED CANCER,2043,1809,234,0.885462555066079,ALL CANCERS TWO WEEK WAIT,2021-05-01
06Q,NHS MID ESSEX CCG,ALL SUSPECTED CANCER,1810,1578,232,,ALL CANCERS TWO WEEK WAIT,2021-05-01
01K,NHS MORECAMBE BAY CCG,ALL SUSPECTED CANCER,1474,1362,112,0.924016282225237,ALL CANCERS TWO WEEK WAIT,2021-05-01
13T,NHS NEWCASTLE GATESHEAD CCG,ALL SUSPECTED CANCER,1720,1146,574,0.666279069767442,ALL CANCERS TWO WEEK WAIT,2021-05-01
26A,NHS NORFOLK AND WAVENEY CCG,ALL SUSPECTED CANCER,3703,2753,950,0.74345125573859,ALL CANCERS TWO WEEK WAIT,2021-05-01
93C,NHS NORTH CENTRAL LONDON CCG,ALL SUSPECTED CANCER,5832,5011,821,0.859224965706447,ALL CANCERS TWO WEEK WAIT,2021-05-01
01H,NHS NORTH CUMBRIA CCG,ALL SUSPECTED CANCER,1175,1055,120,0.897872340425532,ALL CANCERS TWO WEEK WAIT,2021-05-01
06T,NHS NORTH EAST ESSEX CCG,ALL SUSPECTED CANCER,1628,1194,434,0.733415233415233,ALL CANCERS TWO WEEK WAIT,2021-05-01
03H,NHS NORTH EAST LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,443,437,6,0.986455981941309,ALL CANCERS TWO WEEK WAIT,2021-05-01
A3A8R,NHS NORTH EAST LONDON CCG,ALL SUSPECTED CANCER,5931,5647,284,0.952116000674422,ALL CANCERS TWO WEEK WAIT,2021-05-01
03K,NHS NORTH LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,495,456,39,0.921212121212121,ALL CANCERS TWO WEEK WAIT,2021-05-01
05G,NHS NORTH STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,944,771,173,0.816737288135593,ALL CANCERS TWO WEEK WAIT,2021-05-01
99C,NHS NORTH TYNESIDE CCG,ALL SUSPECTED CANCER,839,664,175,0.791418355184744,ALL CANCERS TWO WEEK WAIT,2021-05-01
W2U3Z,NHS NORTH WEST LONDON CCG,ALL SUSPECTED CANCER,7430,6994,436,0.941318977119785,ALL CANCERS TWO WEEK WAIT,2021-05-01
42D,NHS NORTH YORKSHIRE CCG,ALL SUSPECTED CANCER,1605,1443,162,0.899065420560748,ALL CANCERS TWO WEEK WAIT,2021-05-01
78H,NHS NORTHAMPTONSHIRE CCG,ALL SUSPECTED CANCER,2397,2267,130,,ALL CANCERS TWO WEEK WAIT,2021-05-01
00L,NHS NORTHUMBERLAND CCG,ALL SUSPECTED CANCER,1302,1072,230,0.823348694316436,ALL CANCERS TWO WEEK WAIT,2021-05-01
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,ALL SUSPECTED CANCER,3806,3413,393,0.896741986337362,ALL CANCERS TWO WEEK WAIT,2021-05-01
00Y,NHS OLDHAM CCG,ALL SUSPECTED CANCER,801,766,35,0.956304619225968,ALL CANCERS TWO WEEK WAIT,2021-05-01
10Q,NHS OXFORDSHIRE CCG,ALL SUSPECTED CANCER,1743,1314,429,0.753872633390706,ALL CANCERS TWO WEEK WAIT,2021-05-01
10R,NHS PORTSMOUTH CCG,ALL SUSPECTED CANCER,563,531,32,0.94316163410302,ALL CANCERS TWO WEEK WAIT,2021-05-01
03L,NHS ROTHERHAM CCG,ALL SUSPECTED CANCER,834,790,44,0.947242206235012,ALL CANCERS TWO WEEK WAIT,2021-05-01
01G,NHS SALFORD CCG,ALL SUSPECTED CANCER,993,818,175,0.823766364551863,ALL CANCERS TWO WEEK WAIT,2021-05-01
03N,NHS SHEFFIELD CCG,ALL SUSPECTED CANCER,1672,1345,327,0.804425837320574,ALL CANCERS TWO WEEK WAIT,2021-05-01
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",ALL SUSPECTED CANCER,2145,1842,303,0.858741258741259,ALL CANCERS TWO WEEK WAIT,2021-05-01
11X,NHS SOMERSET CCG,ALL SUSPECTED CANCER,2283,2045,238,0.89575120455541,ALL CANCERS TWO WEEK WAIT,2021-05-01
72Q,NHS SOUTH EAST LONDON CCG,ALL SUSPECTED CANCER,7112,6455,657,0.907620922384702,ALL CANCERS TWO WEEK WAIT,2021-05-01
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,ALL SUSPECTED CANCER,784,610,174,0.778061224489796,ALL CANCERS TWO WEEK WAIT,2021-05-01
01T,NHS SOUTH SEFTON CCG,ALL SUSPECTED CANCER,690,634,56,0.918840579710145,ALL CANCERS TWO WEEK WAIT,2021-05-01
00N,NHS SOUTH TYNESIDE CCG,ALL SUSPECTED CANCER,625,522,103,0.8352,ALL CANCERS TWO WEEK WAIT,2021-05-01
36L,NHS SOUTH WEST LONDON CCG,ALL SUSPECTED CANCER,4943,4703,240,0.951446489985839,ALL CANCERS TWO WEEK WAIT,2021-05-01
99G,NHS SOUTHEND CCG,ALL SUSPECTED CANCER,704,524,180,,ALL CANCERS TWO WEEK WAIT,2021-05-01
01V,NHS SOUTHPORT AND FORMBY CCG,ALL SUSPECTED CANCER,587,502,85,0.855195911413969,ALL CANCERS TWO WEEK WAIT,2021-05-01
01X,NHS ST HELENS CCG,ALL SUSPECTED CANCER,853,774,79,0.907385697538101,ALL CANCERS TWO WEEK WAIT,2021-05-01
05V,NHS STAFFORD AND SURROUNDS CCG,ALL SUSPECTED CANCER,792,644,148,0.813131313131313,ALL CANCERS TWO WEEK WAIT,2021-05-01
01W,NHS STOCKPORT CCG,ALL SUSPECTED CANCER,1294,1012,282,0.782071097372488,ALL CANCERS TWO WEEK WAIT,2021-05-01
05W,NHS STOKE ON TRENT CCG,ALL SUSPECTED CANCER,1362,1117,245,0.820117474302496,ALL CANCERS TWO WEEK WAIT,2021-05-01
00P,NHS SUNDERLAND CCG,ALL SUSPECTED CANCER,1111,999,112,0.899189918991899,ALL CANCERS TWO WEEK WAIT,2021-05-01
92A,NHS SURREY HEARTLANDS CCG,ALL SUSPECTED CANCER,4113,3956,157,0.961828349136883,ALL CANCERS TWO WEEK WAIT,2021-05-01
01Y,NHS TAMESIDE AND GLOSSOP CCG,ALL SUSPECTED CANCER,1016,985,31,0.969488188976378,ALL CANCERS TWO WEEK WAIT,2021-05-01
16C,NHS TEES VALLEY CCG,ALL SUSPECTED CANCER,2287,2076,211,0.907739396589418,ALL CANCERS TWO WEEK WAIT,2021-05-01
07G,NHS THURROCK CCG,ALL SUSPECTED CANCER,567,542,25,,ALL CANCERS TWO WEEK WAIT,2021-05-01
02A,NHS TRAFFORD CCG,ALL SUSPECTED CANCER,914,812,102,0.888402625820569,ALL CANCERS TWO WEEK WAIT,2021-05-01
03Q,NHS VALE OF YORK CCG,ALL SUSPECTED CANCER,1074,1016,58,0.945996275605214,ALL CANCERS TWO WEEK WAIT,2021-05-01
03R,NHS WAKEFIELD CCG,ALL SUSPECTED CANCER,1670,1642,28,0.983233532934132,ALL CANCERS TWO WEEK WAIT,2021-05-01
02E,NHS WARRINGTON CCG,ALL SUSPECTED CANCER,881,853,28,,ALL CANCERS TWO WEEK WAIT,2021-05-01
07H,NHS WEST ESSEX CCG,ALL SUSPECTED CANCER,1259,1038,221,0.824463860206513,ALL CANCERS TWO WEEK WAIT,2021-05-01
02G,NHS WEST LANCASHIRE CCG,ALL SUSPECTED CANCER,531,474,57,0.892655367231638,ALL CANCERS TWO WEEK WAIT,2021-05-01
04V,NHS WEST LEICESTERSHIRE CCG,ALL SUSPECTED CANCER,1292,1154,138,0.893188854489164,ALL CANCERS TWO WEEK WAIT,2021-05-01
07K,NHS WEST SUFFOLK CCG,ALL SUSPECTED CANCER,891,578,313,0.648709315375982,ALL CANCERS TWO WEEK WAIT,2021-05-01
70F,NHS WEST SUSSEX CCG,ALL SUSPECTED CANCER,3317,2790,527,0.841121495327103,ALL CANCERS TWO WEEK WAIT,2021-05-01
02H,NHS WIGAN BOROUGH CCG,ALL SUSPECTED CANCER,1167,1139,28,0.976006855184233,ALL CANCERS TWO WEEK WAIT,2021-05-01
12F,NHS WIRRAL CCG,ALL SUSPECTED CANCER,1494,1458,36,0.975903614457831,ALL CANCERS TWO WEEK WAIT,2021-05-01
UNKNOWN,UNKNOWN,ALL SUSPECTED CANCER,653,523,130,0.800918836140888,ALL CANCERS TWO WEEK WAIT,2021-05-01
13Q,NATIONAL COMMISSIONING HUB 1,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,20,11,9,0.55,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
02P,NHS BARNSLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,76,53,23,0.697368421052632,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
99E,NHS BASILDON AND BRENTWOOD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,35,33,2,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
02Q,NHS BASSETLAW CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,23,4,19,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,147,73,74,0.496598639455782,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,161,109,52,0.677018633540373,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
15A,NHS BERKSHIRE WEST CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,143,138,5,0.965034965034965,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,90,40,50,0.444444444444444,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,458,204,254,0.445414847161572,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
00Q,NHS BLACKBURN WITH DARWEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,58,51,7,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
00R,NHS BLACKPOOL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,80,42,38,0.525,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
00T,NHS BOLTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,111,24,87,0.216216216216216,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,237,231,6,0.974683544303797,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
09D,NHS BRIGHTON AND HOVE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,90,89,1,0.988888888888889,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,222,21,201,0.0945945945945946,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
14Y,NHS BUCKINGHAMSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,22,22,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
00V,NHS BURY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,96,55,41,0.572916666666667,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
02T,NHS CALDERDALE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,65,63,2,0.969230769230769,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,143,128,15,0.895104895104895,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
04Y,NHS CANNOCK CHASE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,13,1,12,0.0769230769230769,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,51,20,31,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
27D,NHS CHESHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,107,76,31,0.710280373831776,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,66,61,5,0.924242424242424,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
84H,NHS COUNTY DURHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,220,188,32,0.854545454545454,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,218,207,11,0.94954128440367,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
15M,NHS DERBY AND DERBYSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,233,133,100,0.570815450643777,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
15N,NHS DEVON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,234,38,196,0.162393162393162,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
02X,NHS DONCASTER CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,69,14,55,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
11J,NHS DORSET CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,131,13,118,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,132,123,9,0.931818181818182,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
01A,NHS EAST LANCASHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,121,108,13,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,41,40,1,0.975609756097561,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,62,7,55,0.112903225806452,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
05D,NHS EAST STAFFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,37,20,17,0.540540540540541,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
97R,NHS EAST SUSSEX CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,158,152,6,0.962025316455696,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
D4U1Y,NHS FRIMLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,13,12,1,0.923076923076923,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
02M,NHS FYLDE AND WYRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,65,33,32,0.507692307692308,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
11M,NHS GLOUCESTERSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,81,78,3,0.962962962962963,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
01E,NHS GREATER PRESTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,73,72,1,0.986301369863014,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
01F,NHS HALTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,39,36,3,0.923076923076923,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,375,319,56,0.850666666666667,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,116,19,97,0.163793103448276,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-05-01
