ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
02T,NHS CALDERDALE CCG,ALL SUSPECTED CANCER,832,821,11,0.986778846153846,ALL CANCERS TWO WEEK WAIT,2021-08-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,ALL SUSPECTED CANCER,3076,2527,549,0.821521456436931,ALL CANCERS TWO WEEK WAIT,2021-08-01
04Y,NHS CANNOCK CHASE CCG,ALL SUSPECTED CANCER,536,426,110,0.794776119402985,ALL CANCERS TWO WEEK WAIT,2021-08-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,ALL SUSPECTED CANCER,748,507,241,,ALL CANCERS TWO WEEK WAIT,2021-08-01
27D,NHS CHESHIRE CCG,ALL SUSPECTED CANCER,2825,2454,371,0.868672566371681,ALL CANCERS TWO WEEK WAIT,2021-08-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,ALL SUSPECTED CANCER,764,713,51,0.933246073298429,ALL CANCERS TWO WEEK WAIT,2021-08-01
84H,NHS COUNTY DURHAM CCG,ALL SUSPECTED CANCER,2009,1517,492,0.755102040816326,ALL CANCERS TWO WEEK WAIT,2021-08-01
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,ALL SUSPECTED CANCER,3523,3139,384,0.891001986942946,ALL CANCERS TWO WEEK WAIT,2021-08-01
15M,NHS DERBY AND DERBYSHIRE CCG,ALL SUSPECTED CANCER,3689,3253,436,0.881810788831662,ALL CANCERS TWO WEEK WAIT,2021-08-01
15N,NHS DEVON CCG,ALL SUSPECTED CANCER,5676,4030,1646,0.71000704721635,ALL CANCERS TWO WEEK WAIT,2021-08-01
02X,NHS DONCASTER CCG,ALL SUSPECTED CANCER,992,924,68,,ALL CANCERS TWO WEEK WAIT,2021-08-01
11J,NHS DORSET CCG,ALL SUSPECTED CANCER,3479,1946,1533,,ALL CANCERS TWO WEEK WAIT,2021-08-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,ALL SUSPECTED CANCER,1873,1697,176,0.906033101975441,ALL CANCERS TWO WEEK WAIT,2021-08-01
01A,NHS EAST LANCASHIRE CCG,ALL SUSPECTED CANCER,1367,1240,127,,ALL CANCERS TWO WEEK WAIT,2021-08-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,ALL SUSPECTED CANCER,1367,1024,343,0.749085588880761,ALL CANCERS TWO WEEK WAIT,2021-08-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,ALL SUSPECTED CANCER,1133,971,162,0.857016769638129,ALL CANCERS TWO WEEK WAIT,2021-08-01
05D,NHS EAST STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,434,325,109,0.748847926267281,ALL CANCERS TWO WEEK WAIT,2021-08-01
97R,NHS EAST SUSSEX CCG,ALL SUSPECTED CANCER,2541,2412,129,0.949232585596222,ALL CANCERS TWO WEEK WAIT,2021-08-01
D4U1Y,NHS FRIMLEY CCG,ALL SUSPECTED CANCER,2460,2119,341,0.861382113821138,ALL CANCERS TWO WEEK WAIT,2021-08-01
02M,NHS FYLDE AND WYRE CCG,ALL SUSPECTED CANCER,922,860,62,0.932754880694143,ALL CANCERS TWO WEEK WAIT,2021-08-01
11M,NHS GLOUCESTERSHIRE CCG,ALL SUSPECTED CANCER,2119,1973,146,0.931099575271354,ALL CANCERS TWO WEEK WAIT,2021-08-01
01E,NHS GREATER PRESTON CCG,ALL SUSPECTED CANCER,954,895,59,0.938155136268344,ALL CANCERS TWO WEEK WAIT,2021-08-01
01F,NHS HALTON CCG,ALL SUSPECTED CANCER,578,518,60,0.896193771626298,ALL CANCERS TWO WEEK WAIT,2021-08-01
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",ALL SUSPECTED CANCER,5496,4799,697,0.873180494905386,ALL CANCERS TWO WEEK WAIT,2021-08-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,ALL SUSPECTED CANCER,2795,2177,618,0.778890876565295,ALL CANCERS TWO WEEK WAIT,2021-08-01
06N,NHS HERTS VALLEYS CCG,ALL SUSPECTED CANCER,1920,1615,305,0.841145833333333,ALL CANCERS TWO WEEK WAIT,2021-08-01
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",ALL SUSPECTED CANCER,903,794,109,0.879291251384275,ALL CANCERS TWO WEEK WAIT,2021-08-01
03F,NHS HULL CCG,ALL SUSPECTED CANCER,846,681,165,0.804964539007092,ALL CANCERS TWO WEEK WAIT,2021-08-01
06L,NHS IPSWICH AND EAST SUFFOLK CCG,ALL SUSPECTED CANCER,1537,1066,471,0.69355888093689,ALL CANCERS TWO WEEK WAIT,2021-08-01
91Q,NHS KENT AND MEDWAY CCG,ALL SUSPECTED CANCER,7421,7095,326,0.956070610429861,ALL CANCERS TWO WEEK WAIT,2021-08-01
11N,NHS KERNOW CCG,ALL SUSPECTED CANCER,2465,2300,165,0.933062880324544,ALL CANCERS TWO WEEK WAIT,2021-08-01
X2C4Y,NHS KIRKLEES CCG,ALL SUSPECTED CANCER,1523,1390,133,0.912672357189757,ALL CANCERS TWO WEEK WAIT,2021-08-01
01J,NHS KNOWSLEY CCG,ALL SUSPECTED CANCER,744,687,57,0.923387096774194,ALL CANCERS TWO WEEK WAIT,2021-08-01
15F,NHS LEEDS CCG,ALL SUSPECTED CANCER,3213,2659,554,0.827575474634298,ALL CANCERS TWO WEEK WAIT,2021-08-01
04C,NHS LEICESTER CITY CCG,ALL SUSPECTED CANCER,1115,882,233,0.791031390134529,ALL CANCERS TWO WEEK WAIT,2021-08-01
71E,NHS LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,3032,2391,641,0.788588390501319,ALL CANCERS TWO WEEK WAIT,2021-08-01
99A,NHS LIVERPOOL CCG,ALL SUSPECTED CANCER,2151,2022,129,0.940027894002789,ALL CANCERS TWO WEEK WAIT,2021-08-01
14L,NHS MANCHESTER CCG,ALL SUSPECTED CANCER,2184,1893,291,0.866758241758242,ALL CANCERS TWO WEEK WAIT,2021-08-01
06Q,NHS MID ESSEX CCG,ALL SUSPECTED CANCER,1826,1392,434,,ALL CANCERS TWO WEEK WAIT,2021-08-01
01K,NHS MORECAMBE BAY CCG,ALL SUSPECTED CANCER,1372,1259,113,0.917638483965015,ALL CANCERS TWO WEEK WAIT,2021-08-01
13T,NHS NEWCASTLE GATESHEAD CCG,ALL SUSPECTED CANCER,1682,1191,491,0.708085612366231,ALL CANCERS TWO WEEK WAIT,2021-08-01
26A,NHS NORFOLK AND WAVENEY CCG,ALL SUSPECTED CANCER,4090,2542,1548,0.621515892420538,ALL CANCERS TWO WEEK WAIT,2021-08-01
93C,NHS NORTH CENTRAL LONDON CCG,ALL SUSPECTED CANCER,5796,4755,1041,0.820393374741201,ALL CANCERS TWO WEEK WAIT,2021-08-01
01H,NHS NORTH CUMBRIA CCG,ALL SUSPECTED CANCER,1133,826,307,0.729037952338923,ALL CANCERS TWO WEEK WAIT,2021-08-01
06T,NHS NORTH EAST ESSEX CCG,ALL SUSPECTED CANCER,1630,1081,549,0.66319018404908,ALL CANCERS TWO WEEK WAIT,2021-08-01
03H,NHS NORTH EAST LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,416,407,9,0.978365384615385,ALL CANCERS TWO WEEK WAIT,2021-08-01
A3A8R,NHS NORTH EAST LONDON CCG,ALL SUSPECTED CANCER,5861,5391,470,0.919808906329978,ALL CANCERS TWO WEEK WAIT,2021-08-01
03K,NHS NORTH LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,523,508,15,0.97131931166348,ALL CANCERS TWO WEEK WAIT,2021-08-01
05G,NHS NORTH STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,849,565,284,0.665488810365135,ALL CANCERS TWO WEEK WAIT,2021-08-01
99C,NHS NORTH TYNESIDE CCG,ALL SUSPECTED CANCER,863,703,160,0.81460023174971,ALL CANCERS TWO WEEK WAIT,2021-08-01
W2U3Z,NHS NORTH WEST LONDON CCG,ALL SUSPECTED CANCER,7509,6650,859,0.885603941936343,ALL CANCERS TWO WEEK WAIT,2021-08-01
42D,NHS NORTH YORKSHIRE CCG,ALL SUSPECTED CANCER,1616,1448,168,0.896039603960396,ALL CANCERS TWO WEEK WAIT,2021-08-01
78H,NHS NORTHAMPTONSHIRE CCG,ALL SUSPECTED CANCER,2377,2235,142,,ALL CANCERS TWO WEEK WAIT,2021-08-01
00L,NHS NORTHUMBERLAND CCG,ALL SUSPECTED CANCER,1304,1043,261,0.799846625766871,ALL CANCERS TWO WEEK WAIT,2021-08-01
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,ALL SUSPECTED CANCER,3811,3451,360,0.905536604565731,ALL CANCERS TWO WEEK WAIT,2021-08-01
00Y,NHS OLDHAM CCG,ALL SUSPECTED CANCER,819,750,69,0.915750915750916,ALL CANCERS TWO WEEK WAIT,2021-08-01
10Q,NHS OXFORDSHIRE CCG,ALL SUSPECTED CANCER,2024,1757,267,0.868083003952569,ALL CANCERS TWO WEEK WAIT,2021-08-01
10R,NHS PORTSMOUTH CCG,ALL SUSPECTED CANCER,567,528,39,0.931216931216931,ALL CANCERS TWO WEEK WAIT,2021-08-01
03L,NHS ROTHERHAM CCG,ALL SUSPECTED CANCER,812,758,54,0.933497536945813,ALL CANCERS TWO WEEK WAIT,2021-08-01
01G,NHS SALFORD CCG,ALL SUSPECTED CANCER,965,799,166,0.827979274611399,ALL CANCERS TWO WEEK WAIT,2021-08-01
03N,NHS SHEFFIELD CCG,ALL SUSPECTED CANCER,1828,1479,349,0.809080962800875,ALL CANCERS TWO WEEK WAIT,2021-08-01
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",ALL SUSPECTED CANCER,2110,1843,267,0.87345971563981,ALL CANCERS TWO WEEK WAIT,2021-08-01
11X,NHS SOMERSET CCG,ALL SUSPECTED CANCER,2266,1783,483,0.78684907325684,ALL CANCERS TWO WEEK WAIT,2021-08-01
72Q,NHS SOUTH EAST LONDON CCG,ALL SUSPECTED CANCER,7009,6054,955,0.863746611499501,ALL CANCERS TWO WEEK WAIT,2021-08-01
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,ALL SUSPECTED CANCER,858,668,190,0.778554778554779,ALL CANCERS TWO WEEK WAIT,2021-08-01
01T,NHS SOUTH SEFTON CCG,ALL SUSPECTED CANCER,779,717,62,0.920410783055199,ALL CANCERS TWO WEEK WAIT,2021-08-01
00N,NHS SOUTH TYNESIDE CCG,ALL SUSPECTED CANCER,632,510,122,0.806962025316456,ALL CANCERS TWO WEEK WAIT,2021-08-01
36L,NHS SOUTH WEST LONDON CCG,ALL SUSPECTED CANCER,5164,4706,458,0.91130906274206,ALL CANCERS TWO WEEK WAIT,2021-08-01
99G,NHS SOUTHEND CCG,ALL SUSPECTED CANCER,687,471,216,,ALL CANCERS TWO WEEK WAIT,2021-08-01
01V,NHS SOUTHPORT AND FORMBY CCG,ALL SUSPECTED CANCER,711,546,165,0.767932489451477,ALL CANCERS TWO WEEK WAIT,2021-08-01
01X,NHS ST HELENS CCG,ALL SUSPECTED CANCER,837,783,54,0.935483870967742,ALL CANCERS TWO WEEK WAIT,2021-08-01
05V,NHS STAFFORD AND SURROUNDS CCG,ALL SUSPECTED CANCER,721,498,223,0.690707350901526,ALL CANCERS TWO WEEK WAIT,2021-08-01
01W,NHS STOCKPORT CCG,ALL SUSPECTED CANCER,1335,1003,332,0.751310861423221,ALL CANCERS TWO WEEK WAIT,2021-08-01
05W,NHS STOKE ON TRENT CCG,ALL SUSPECTED CANCER,1224,810,414,0.661764705882353,ALL CANCERS TWO WEEK WAIT,2021-08-01
00P,NHS SUNDERLAND CCG,ALL SUSPECTED CANCER,1198,1077,121,0.898998330550918,ALL CANCERS TWO WEEK WAIT,2021-08-01
92A,NHS SURREY HEARTLANDS CCG,ALL SUSPECTED CANCER,4178,3866,312,0.925323121110579,ALL CANCERS TWO WEEK WAIT,2021-08-01
01Y,NHS TAMESIDE AND GLOSSOP CCG,ALL SUSPECTED CANCER,1040,1002,38,0.963461538461538,ALL CANCERS TWO WEEK WAIT,2021-08-01
16C,NHS TEES VALLEY CCG,ALL SUSPECTED CANCER,2322,2075,247,0.893626184323859,ALL CANCERS TWO WEEK WAIT,2021-08-01
07G,NHS THURROCK CCG,ALL SUSPECTED CANCER,522,387,135,,ALL CANCERS TWO WEEK WAIT,2021-08-01
02A,NHS TRAFFORD CCG,ALL SUSPECTED CANCER,932,837,95,0.898068669527897,ALL CANCERS TWO WEEK WAIT,2021-08-01
03Q,NHS VALE OF YORK CCG,ALL SUSPECTED CANCER,1027,958,69,0.932814021421616,ALL CANCERS TWO WEEK WAIT,2021-08-01
03R,NHS WAKEFIELD CCG,ALL SUSPECTED CANCER,1581,1274,307,0.805819101834282,ALL CANCERS TWO WEEK WAIT,2021-08-01
02E,NHS WARRINGTON CCG,ALL SUSPECTED CANCER,826,762,64,,ALL CANCERS TWO WEEK WAIT,2021-08-01
07H,NHS WEST ESSEX CCG,ALL SUSPECTED CANCER,1403,1130,273,0.805416963649323,ALL CANCERS TWO WEEK WAIT,2021-08-01
02G,NHS WEST LANCASHIRE CCG,ALL SUSPECTED CANCER,546,443,103,0.811355311355311,ALL CANCERS TWO WEEK WAIT,2021-08-01
04V,NHS WEST LEICESTERSHIRE CCG,ALL SUSPECTED CANCER,1557,1201,356,0.771355170199101,ALL CANCERS TWO WEEK WAIT,2021-08-01
07K,NHS WEST SUFFOLK CCG,ALL SUSPECTED CANCER,905,659,246,0.728176795580111,ALL CANCERS TWO WEEK WAIT,2021-08-01
70F,NHS WEST SUSSEX CCG,ALL SUSPECTED CANCER,3374,2624,750,0.777711914641375,ALL CANCERS TWO WEEK WAIT,2021-08-01
02H,NHS WIGAN BOROUGH CCG,ALL SUSPECTED CANCER,1280,1216,64,0.95,ALL CANCERS TWO WEEK WAIT,2021-08-01
12F,NHS WIRRAL CCG,ALL SUSPECTED CANCER,1627,1526,101,0.937922556853104,ALL CANCERS TWO WEEK WAIT,2021-08-01
UNKNOWN,UNKNOWN,ALL SUSPECTED CANCER,671,541,130,0.806259314456036,ALL CANCERS TWO WEEK WAIT,2021-08-01
13Q,NATIONAL COMMISSIONING HUB 1,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,19,9,10,0.473684210526316,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
02P,NHS BARNSLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,71,65,6,0.915492957746479,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
99E,NHS BASILDON AND BRENTWOOD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,33,31,2,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
02Q,NHS BASSETLAW CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,21,21,0,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,139,86,53,0.618705035971223,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,181,150,31,0.828729281767956,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
15A,NHS BERKSHIRE WEST CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,102,97,5,0.950980392156863,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,83,67,16,0.807228915662651,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,241,133,108,0.551867219917012,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
00Q,NHS BLACKBURN WITH DARWEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,49,47,2,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
00R,NHS BLACKPOOL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,35,35,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
00T,NHS BOLTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,82,58,24,0.707317073170732,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,232,222,10,0.956896551724138,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
09D,NHS BRIGHTON AND HOVE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,77,74,3,0.961038961038961,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,117,99,18,0.846153846153846,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
14Y,NHS BUCKINGHAMSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,35,32,3,0.914285714285714,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
00V,NHS BURY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,37,28,9,0.756756756756757,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
02T,NHS CALDERDALE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,56,56,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,109,102,7,0.935779816513762,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
04Y,NHS CANNOCK CHASE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,13,8,5,0.615384615384615,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,51,50,1,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
27D,NHS CHESHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,93,73,20,0.78494623655914,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,51,47,4,0.92156862745098,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
84H,NHS COUNTY DURHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,155,136,19,0.87741935483871,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,206,195,11,0.946601941747573,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
15M,NHS DERBY AND DERBYSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,142,132,10,0.929577464788732,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
15N,NHS DEVON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,170,81,89,0.476470588235294,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
02X,NHS DONCASTER CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,68,65,3,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
11J,NHS DORSET CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,59,11,48,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,121,113,8,0.933884297520661,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
01A,NHS EAST LANCASHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,96,93,3,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,45,39,6,0.866666666666667,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,88,12,76,0.136363636363636,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
05D,NHS EAST STAFFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,34,32,2,0.941176470588235,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
97R,NHS EAST SUSSEX CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,177,168,9,0.949152542372881,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
D4U1Y,NHS FRIMLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,121,115,6,0.950413223140496,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
02M,NHS FYLDE AND WYRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,43,41,2,0.953488372093023,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
11M,NHS GLOUCESTERSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,71,66,5,0.929577464788732,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
01E,NHS GREATER PRESTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,45,40,5,0.888888888888889,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
01F,NHS HALTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,30,29,1,0.966666666666667,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,256,207,49,0.80859375,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,121,68,53,0.56198347107438,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-08-01
