ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
01A,NHS EAST LANCASHIRE CCG,ALL SUSPECTED CANCER,1296,1230,66,,ALL CANCERS TWO WEEK WAIT,2020-12-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,ALL SUSPECTED CANCER,1232,1158,74,0.93993506493506496,ALL CANCERS TWO WEEK WAIT,2020-12-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,ALL SUSPECTED CANCER,1151,951,200,0.82623805386620297,ALL CANCERS TWO WEEK WAIT,2020-12-01
05D,NHS EAST STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,490,397,93,0.81020408163265301,ALL CANCERS TWO WEEK WAIT,2020-12-01
97R,NHS EAST SUSSEX CCG,ALL SUSPECTED CANCER,2437,2338,99,0.95937628231432104,ALL CANCERS TWO WEEK WAIT,2020-12-01
10K,NHS FAREHAM AND GOSPORT CCG,ALL SUSPECTED CANCER,737,705,32,0.95658073270013599,ALL CANCERS TWO WEEK WAIT,2020-12-01
02M,NHS FYLDE AND WYRE CCG,ALL SUSPECTED CANCER,893,833,60,0.93281075027995497,ALL CANCERS TWO WEEK WAIT,2020-12-01
11M,NHS GLOUCESTERSHIRE CCG,ALL SUSPECTED CANCER,2133,1988,145,0.93202062822316001,ALL CANCERS TWO WEEK WAIT,2020-12-01
03A,NHS GREATER HUDDERSFIELD CCG,ALL SUSPECTED CANCER,827,815,12,0.98548972188633599,ALL CANCERS TWO WEEK WAIT,2020-12-01
01E,NHS GREATER PRESTON CCG,ALL SUSPECTED CANCER,911,696,215,0.76399560922063703,ALL CANCERS TWO WEEK WAIT,2020-12-01
01F,NHS HALTON CCG,ALL SUSPECTED CANCER,460,426,34,0.926086956521739,ALL CANCERS TWO WEEK WAIT,2020-12-01
08C,NHS HAMMERSMITH AND FULHAM CCG,ALL SUSPECTED CANCER,969,932,37,0.96181630546955599,ALL CANCERS TWO WEEK WAIT,2020-12-01
08E,NHS HARROW CCG,ALL SUSPECTED CANCER,1023,966,57,0.94428152492668604,ALL CANCERS TWO WEEK WAIT,2020-12-01
08F,NHS HAVERING CCG,ALL SUSPECTED CANCER,903,877,26,0.97120708748615703,ALL CANCERS TWO WEEK WAIT,2020-12-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,ALL SUSPECTED CANCER,2597,2202,395,0.84790142472083196,ALL CANCERS TWO WEEK WAIT,2020-12-01
06N,NHS HERTS VALLEYS CCG,ALL SUSPECTED CANCER,2026,1773,253,0.87512339585389898,ALL CANCERS TWO WEEK WAIT,2020-12-01
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",ALL SUSPECTED CANCER,877,650,227,0.74116305587229203,ALL CANCERS TWO WEEK WAIT,2020-12-01
08G,NHS HILLINGDON CCG,ALL SUSPECTED CANCER,821,767,54,0.93422655298416601,ALL CANCERS TWO WEEK WAIT,2020-12-01
07Y,NHS HOUNSLOW CCG,ALL SUSPECTED CANCER,775,755,20,0.97419354838709704,ALL CANCERS TWO WEEK WAIT,2020-12-01
03F,NHS HULL CCG,ALL SUSPECTED CANCER,849,674,175,0.793875147232038,ALL CANCERS TWO WEEK WAIT,2020-12-01
06L,NHS IPSWICH AND EAST SUFFOLK CCG,ALL SUSPECTED CANCER,1454,1320,134,0.90784044016506205,ALL CANCERS TWO WEEK WAIT,2020-12-01
10L,NHS ISLE OF WIGHT CCG,ALL SUSPECTED CANCER,489,460,29,0.94069529652351702,ALL CANCERS TWO WEEK WAIT,2020-12-01
91Q,NHS KENT AND MEDWAY CCG,ALL SUSPECTED CANCER,7209,6914,295,0.95907892911638204,ALL CANCERS TWO WEEK WAIT,2020-12-01
11N,NHS KERNOW CCG,ALL SUSPECTED CANCER,2524,2129,395,0.84350237717908105,ALL CANCERS TWO WEEK WAIT,2020-12-01
01J,NHS KNOWSLEY CCG,ALL SUSPECTED CANCER,750,668,82,0.89066666666666705,ALL CANCERS TWO WEEK WAIT,2020-12-01
15F,NHS LEEDS CCG,ALL SUSPECTED CANCER,2998,2067,931,0.68945963975984004,ALL CANCERS TWO WEEK WAIT,2020-12-01
04C,NHS LEICESTER CITY CCG,ALL SUSPECTED CANCER,1103,1038,65,0.94106980961015396,ALL CANCERS TWO WEEK WAIT,2020-12-01
71E,NHS LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,2775,2316,459,0.83459459459459495,ALL CANCERS TWO WEEK WAIT,2020-12-01
99A,NHS LIVERPOOL CCG,ALL SUSPECTED CANCER,1958,1713,245,0.87487231869254301,ALL CANCERS TWO WEEK WAIT,2020-12-01
06P,NHS LUTON CCG,ALL SUSPECTED CANCER,486,439,47,0.90329218106995901,ALL CANCERS TWO WEEK WAIT,2020-12-01
14L,NHS MANCHESTER CCG,ALL SUSPECTED CANCER,2094,1663,431,0.79417382999044905,ALL CANCERS TWO WEEK WAIT,2020-12-01
06Q,NHS MID ESSEX CCG,ALL SUSPECTED CANCER,1650,1317,333,,ALL CANCERS TWO WEEK WAIT,2020-12-01
04F,NHS MILTON KEYNES CCG,ALL SUSPECTED CANCER,972,801,171,0.82407407407407396,ALL CANCERS TWO WEEK WAIT,2020-12-01
01K,NHS MORECAMBE BAY CCG,ALL SUSPECTED CANCER,1220,831,389,0.68114754098360697,ALL CANCERS TWO WEEK WAIT,2020-12-01
13T,NHS NEWCASTLE GATESHEAD CCG,ALL SUSPECTED CANCER,1538,908,630,0.59037711313394003,ALL CANCERS TWO WEEK WAIT,2020-12-01
08M,NHS NEWHAM CCG,ALL SUSPECTED CANCER,864,839,25,0.97106481481481499,ALL CANCERS TWO WEEK WAIT,2020-12-01
26A,NHS NORFOLK AND WAVENEY CCG,ALL SUSPECTED CANCER,3638,3097,541,0.85129191863661402,ALL CANCERS TWO WEEK WAIT,2020-12-01
93C,NHS NORTH CENTRAL LONDON CCG,ALL SUSPECTED CANCER,5659,5044,615,0.89132355539847996,ALL CANCERS TWO WEEK WAIT,2020-12-01
01H,NHS NORTH CUMBRIA CCG,ALL SUSPECTED CANCER,1198,966,232,0.80634390651085097,ALL CANCERS TWO WEEK WAIT,2020-12-01
06T,NHS NORTH EAST ESSEX CCG,ALL SUSPECTED CANCER,1322,1070,252,0.80937972768532496,ALL CANCERS TWO WEEK WAIT,2020-12-01
99M,NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG,ALL SUSPECTED CANCER,643,607,36,0.94401244167962695,ALL CANCERS TWO WEEK WAIT,2020-12-01
03H,NHS NORTH EAST LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,435,419,16,0.96321839080459803,ALL CANCERS TWO WEEK WAIT,2020-12-01
10J,NHS NORTH HAMPSHIRE CCG,ALL SUSPECTED CANCER,748,695,53,,ALL CANCERS TWO WEEK WAIT,2020-12-01
03J,NHS NORTH KIRKLEES CCG,ALL SUSPECTED CANCER,750,734,16,0.97866666666666702,ALL CANCERS TWO WEEK WAIT,2020-12-01
03K,NHS NORTH LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,527,504,23,0.95635673624288398,ALL CANCERS TWO WEEK WAIT,2020-12-01
05G,NHS NORTH STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,951,886,65,0.93165089379600396,ALL CANCERS TWO WEEK WAIT,2020-12-01
99C,NHS NORTH TYNESIDE CCG,ALL SUSPECTED CANCER,840,617,223,0.73452380952381002,ALL CANCERS TWO WEEK WAIT,2020-12-01
42D,NHS NORTH YORKSHIRE CCG,ALL SUSPECTED CANCER,1554,1416,138,0.91119691119691104,ALL CANCERS TWO WEEK WAIT,2020-12-01
78H,NHS NORTHAMPTONSHIRE CCG,ALL SUSPECTED CANCER,2128,1997,131,,ALL CANCERS TWO WEEK WAIT,2020-12-01
00L,NHS NORTHUMBERLAND CCG,ALL SUSPECTED CANCER,1310,1070,240,0.81679389312977102,ALL CANCERS TWO WEEK WAIT,2020-12-01
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,ALL SUSPECTED CANCER,3565,3398,167,0.953155680224404,ALL CANCERS TWO WEEK WAIT,2020-12-01
00Y,NHS OLDHAM CCG,ALL SUSPECTED CANCER,714,563,151,0.78851540616246496,ALL CANCERS TWO WEEK WAIT,2020-12-01
10Q,NHS OXFORDSHIRE CCG,ALL SUSPECTED CANCER,2062,1506,556,0.73035887487875895,ALL CANCERS TWO WEEK WAIT,2020-12-01
10R,NHS PORTSMOUTH CCG,ALL SUSPECTED CANCER,620,601,19,0.96935483870967698,ALL CANCERS TWO WEEK WAIT,2020-12-01
08N,NHS REDBRIDGE CCG,ALL SUSPECTED CANCER,785,753,32,0.95923566878980904,ALL CANCERS TWO WEEK WAIT,2020-12-01
03L,NHS ROTHERHAM CCG,ALL SUSPECTED CANCER,795,755,40,0.94968553459119498,ALL CANCERS TWO WEEK WAIT,2020-12-01
01G,NHS SALFORD CCG,ALL SUSPECTED CANCER,927,795,132,0.85760517799352798,ALL CANCERS TWO WEEK WAIT,2020-12-01
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,ALL SUSPECTED CANCER,1565,1352,213,0.86389776357827497,ALL CANCERS TWO WEEK WAIT,2020-12-01
03N,NHS SHEFFIELD CCG,ALL SUSPECTED CANCER,1766,1663,103,0.94167610419026004,ALL CANCERS TWO WEEK WAIT,2020-12-01
05N,NHS SHROPSHIRE CCG,ALL SUSPECTED CANCER,1248,1102,146,0.88301282051282004,ALL CANCERS TWO WEEK WAIT,2020-12-01
11X,NHS SOMERSET CCG,ALL SUSPECTED CANCER,1982,1801,181,0.90867810292633699,ALL CANCERS TWO WEEK WAIT,2020-12-01
72Q,NHS SOUTH EAST LONDON CCG,ALL SUSPECTED CANCER,6963,6449,514,0.926181243716789,ALL CANCERS TWO WEEK WAIT,2020-12-01
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,ALL SUSPECTED CANCER,772,580,192,0.75129533678756499,ALL CANCERS TWO WEEK WAIT,2020-12-01
10V,NHS SOUTH EASTERN HAMPSHIRE CCG,ALL SUSPECTED CANCER,721,682,39,0.94590846047156696,ALL CANCERS TWO WEEK WAIT,2020-12-01
01T,NHS SOUTH SEFTON CCG,ALL SUSPECTED CANCER,789,656,133,0.83143219264892299,ALL CANCERS TWO WEEK WAIT,2020-12-01
00N,NHS SOUTH TYNESIDE CCG,ALL SUSPECTED CANCER,602,429,173,0.71262458471760803,ALL CANCERS TWO WEEK WAIT,2020-12-01
05R,NHS SOUTH WARWICKSHIRE CCG,ALL SUSPECTED CANCER,1105,891,214,0.80633484162895896,ALL CANCERS TWO WEEK WAIT,2020-12-01
36L,NHS SOUTH WEST LONDON CCG,ALL SUSPECTED CANCER,4889,4731,158,0.96768255266925796,ALL CANCERS TWO WEEK WAIT,2020-12-01
10X,NHS SOUTHAMPTON CCG,ALL SUSPECTED CANCER,832,810,22,0.97355769230769196,ALL CANCERS TWO WEEK WAIT,2020-12-01
99G,NHS SOUTHEND CCG,ALL SUSPECTED CANCER,696,638,58,,ALL CANCERS TWO WEEK WAIT,2020-12-01
01V,NHS SOUTHPORT AND FORMBY CCG,ALL SUSPECTED CANCER,611,475,136,0.77741407528641604,ALL CANCERS TWO WEEK WAIT,2020-12-01
01X,NHS ST HELENS CCG,ALL SUSPECTED CANCER,868,824,44,0.94930875576036899,ALL CANCERS TWO WEEK WAIT,2020-12-01
05V,NHS STAFFORD AND SURROUNDS CCG,ALL SUSPECTED CANCER,711,661,50,0.92967651195499301,ALL CANCERS TWO WEEK WAIT,2020-12-01
01W,NHS STOCKPORT CCG,ALL SUSPECTED CANCER,1247,947,300,0.75942261427425795,ALL CANCERS TWO WEEK WAIT,2020-12-01
05W,NHS STOKE ON TRENT CCG,ALL SUSPECTED CANCER,1128,1034,94,0.91666666666666696,ALL CANCERS TWO WEEK WAIT,2020-12-01
00P,NHS SUNDERLAND CCG,ALL SUSPECTED CANCER,1073,873,200,0.813606710158434,ALL CANCERS TWO WEEK WAIT,2020-12-01
92A,NHS SURREY HEARTLANDS CCG,ALL SUSPECTED CANCER,2554,2424,130,0.94909945184025102,ALL CANCERS TWO WEEK WAIT,2020-12-01
10C,NHS SURREY HEATH CCG,ALL SUSPECTED CANCER,324,309,15,0.95370370370370405,ALL CANCERS TWO WEEK WAIT,2020-12-01
01Y,NHS TAMESIDE AND GLOSSOP CCG,ALL SUSPECTED CANCER,1013,971,42,0.95853899308983204,ALL CANCERS TWO WEEK WAIT,2020-12-01
16C,NHS TEES VALLEY CCG,ALL SUSPECTED CANCER,2097,1925,172,0.91797806390081105,ALL CANCERS TWO WEEK WAIT,2020-12-01
05X,NHS TELFORD AND WREKIN CCG,ALL SUSPECTED CANCER,631,537,94,0.85103011093502401,ALL CANCERS TWO WEEK WAIT,2020-12-01
07G,NHS THURROCK CCG,ALL SUSPECTED CANCER,507,481,26,,ALL CANCERS TWO WEEK WAIT,2020-12-01
08V,NHS TOWER HAMLETS CCG,ALL SUSPECTED CANCER,760,726,34,0.95526315789473704,ALL CANCERS TWO WEEK WAIT,2020-12-01
02A,NHS TRAFFORD CCG,ALL SUSPECTED CANCER,930,729,201,0.78387096774193499,ALL CANCERS TWO WEEK WAIT,2020-12-01
03Q,NHS VALE OF YORK CCG,ALL SUSPECTED CANCER,1177,1107,70,0.94052676295666904,ALL CANCERS TWO WEEK WAIT,2020-12-01
03R,NHS WAKEFIELD CCG,ALL SUSPECTED CANCER,1579,1544,35,0.977834072197593,ALL CANCERS TWO WEEK WAIT,2020-12-01
05Y,NHS WALSALL CCG,ALL SUSPECTED CANCER,923,736,187,0.79739978331527595,ALL CANCERS TWO WEEK WAIT,2020-12-01
08W,NHS WALTHAM FOREST CCG,ALL SUSPECTED CANCER,867,824,43,0.95040369088812005,ALL CANCERS TWO WEEK WAIT,2020-12-01
02E,NHS WARRINGTON CCG,ALL SUSPECTED CANCER,966,895,71,,ALL CANCERS TWO WEEK WAIT,2020-12-01
05H,NHS WARWICKSHIRE NORTH CCG,ALL SUSPECTED CANCER,686,565,121,0.82361516034985405,ALL CANCERS TWO WEEK WAIT,2020-12-01
07H,NHS WEST ESSEX CCG,ALL SUSPECTED CANCER,1301,1171,130,0.90007686395080699,ALL CANCERS TWO WEEK WAIT,2020-12-01
11A,NHS WEST HAMPSHIRE CCG,ALL SUSPECTED CANCER,2278,2038,240,,ALL CANCERS TWO WEEK WAIT,2020-12-01
02G,NHS WEST LANCASHIRE CCG,ALL SUSPECTED CANCER,532,457,75,0.85902255639097702,ALL CANCERS TWO WEEK WAIT,2020-12-01
04V,NHS WEST LEICESTERSHIRE CCG,ALL SUSPECTED CANCER,1397,1305,92,0.93414459556191798,ALL CANCERS TWO WEEK WAIT,2020-12-01
08Y,NHS WEST LONDON CCG,ALL SUSPECTED CANCER,722,694,28,0.96121883656509699,ALL CANCERS TWO WEEK WAIT,2020-12-01
07K,NHS WEST SUFFOLK CCG,ALL SUSPECTED CANCER,849,638,211,0.75147232037691403,ALL CANCERS TWO WEEK WAIT,2020-12-01
70F,NHS WEST SUSSEX CCG,ALL SUSPECTED CANCER,3427,2946,481,0.85964400350160497,ALL CANCERS TWO WEEK WAIT,2020-12-01
02H,NHS WIGAN BOROUGH CCG,ALL SUSPECTED CANCER,1244,1136,108,0.91318327974276503,ALL CANCERS TWO WEEK WAIT,2020-12-01
12F,NHS WIRRAL CCG,ALL SUSPECTED CANCER,1583,1534,49,0.969046114971573,ALL CANCERS TWO WEEK WAIT,2020-12-01
06A,NHS WOLVERHAMPTON CCG,ALL SUSPECTED CANCER,767,640,127,0.83441981747066496,ALL CANCERS TWO WEEK WAIT,2020-12-01
UNKNOWN,UNKNOWN,ALL SUSPECTED CANCER,667,550,117,0.824587706146927,ALL CANCERS TWO WEEK WAIT,2020-12-01
13Q,NATIONAL COMMISSIONING HUB 1,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,16,7,9,0.4375,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
07L,NHS BARKING AND DAGENHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,35,35,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
02P,NHS BARNSLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,98,92,6,0.93877551020408201,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
99E,NHS BASILDON AND BRENTWOOD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,40,35,5,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
02Q,NHS BASSETLAW CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,11,0,11,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,104,8,96,7.69230769230769E-2,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
06F,NHS BEDFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,80,44,36,0.55000000000000004,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
15A,NHS BERKSHIRE WEST CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,157,154,3,0.98089171974522305,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,105,35,70,0.33333333333333298,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
00Q,NHS BLACKBURN WITH DARWEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,81,69,12,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
00R,NHS BLACKPOOL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,61,57,4,0.93442622950819698,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
00T,NHS BOLTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,82,20,62,0.24390243902438999,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,104,61,43,0.58653846153846201,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
07P,NHS BRENT CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,42,38,4,0.90476190476190499,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
09D,NHS BRIGHTON AND HOVE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,104,100,4,0.96153846153846201,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,145,51,94,0.35172413793103402,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
14Y,NHS BUCKINGHAMSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,9,9,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
00V,NHS BURY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,39,1,38,2.5641025641025599E-2,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
02T,NHS CALDERDALE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,72,72,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,110,103,7,0.93636363636363595,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
04Y,NHS CANNOCK CHASE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,24,4,20,0.16666666666666699,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,39,37,2,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,53,48,5,0.90566037735849103,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
27D,NHS CHESHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,105,91,14,0.86666666666666703,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-12-01
