ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
84H,NHS COUNTY DURHAM CCG,ALL SUSPECTED CANCER,874,730,144,0.83524027459954198,ALL CANCERS TWO WEEK WAIT,2020-04-01
05A,NHS COVENTRY AND RUGBY CCG,ALL SUSPECTED CANCER,596,567,29,0.95134228187919501,ALL CANCERS TWO WEEK WAIT,2020-04-01
15M,NHS DERBY AND DERBYSHIRE CCG,ALL SUSPECTED CANCER,1411,1303,108,0.92345854004252304,ALL CANCERS TWO WEEK WAIT,2020-04-01
15N,NHS DEVON CCG,ALL SUSPECTED CANCER,2117,1831,286,0.864903164855928,ALL CANCERS TWO WEEK WAIT,2020-04-01
02X,NHS DONCASTER CCG,ALL SUSPECTED CANCER,424,392,32,,ALL CANCERS TWO WEEK WAIT,2020-04-01
11J,NHS DORSET CCG,ALL SUSPECTED CANCER,1282,1056,226,,ALL CANCERS TWO WEEK WAIT,2020-04-01
05C,NHS DUDLEY CCG,ALL SUSPECTED CANCER,466,433,33,0.92918454935622297,ALL CANCERS TWO WEEK WAIT,2020-04-01
07W,NHS EALING CCG,ALL SUSPECTED CANCER,464,416,48,0.89655172413793105,ALL CANCERS TWO WEEK WAIT,2020-04-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,ALL SUSPECTED CANCER,886,849,37,0.95823927765237005,ALL CANCERS TWO WEEK WAIT,2020-04-01
15D,NHS EAST BERKSHIRE CCG,ALL SUSPECTED CANCER,420,401,19,0.95476190476190503,ALL CANCERS TWO WEEK WAIT,2020-04-01
01A,NHS EAST LANCASHIRE CCG,ALL SUSPECTED CANCER,547,458,89,,ALL CANCERS TWO WEEK WAIT,2020-04-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,ALL SUSPECTED CANCER,573,502,71,0.87609075043630003,ALL CANCERS TWO WEEK WAIT,2020-04-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,ALL SUSPECTED CANCER,426,381,45,0.89436619718309895,ALL CANCERS TWO WEEK WAIT,2020-04-01
05D,NHS EAST STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,166,155,11,0.93373493975903599,ALL CANCERS TWO WEEK WAIT,2020-04-01
97R,NHS EAST SUSSEX CCG,ALL SUSPECTED CANCER,845,773,72,0.91479289940828401,ALL CANCERS TWO WEEK WAIT,2020-04-01
10K,NHS FAREHAM AND GOSPORT CCG,ALL SUSPECTED CANCER,205,194,11,0.94634146341463399,ALL CANCERS TWO WEEK WAIT,2020-04-01
02M,NHS FYLDE AND WYRE CCG,ALL SUSPECTED CANCER,347,308,39,0.88760806916426505,ALL CANCERS TWO WEEK WAIT,2020-04-01
11M,NHS GLOUCESTERSHIRE CCG,ALL SUSPECTED CANCER,859,778,81,0.905704307334109,ALL CANCERS TWO WEEK WAIT,2020-04-01
03A,NHS GREATER HUDDERSFIELD CCG,ALL SUSPECTED CANCER,329,322,7,0.97872340425531901,ALL CANCERS TWO WEEK WAIT,2020-04-01
01E,NHS GREATER PRESTON CCG,ALL SUSPECTED CANCER,359,349,10,0.97214484679665703,ALL CANCERS TWO WEEK WAIT,2020-04-01
01F,NHS HALTON CCG,ALL SUSPECTED CANCER,174,152,22,0.87356321839080464,ALL CANCERS TWO WEEK WAIT,2020-04-01
08C,NHS HAMMERSMITH AND FULHAM CCG,ALL SUSPECTED CANCER,395,364,31,0.92151898734177196,ALL CANCERS TWO WEEK WAIT,2020-04-01
08E,NHS HARROW CCG,ALL SUSPECTED CANCER,299,277,22,0.92642140468227396,ALL CANCERS TWO WEEK WAIT,2020-04-01
08F,NHS HAVERING CCG,ALL SUSPECTED CANCER,312,183,129,0.58653846153846201,ALL CANCERS TWO WEEK WAIT,2020-04-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,ALL SUSPECTED CANCER,880,801,79,0.910227272727273,ALL CANCERS TWO WEEK WAIT,2020-04-01
06N,NHS HERTS VALLEYS CCG,ALL SUSPECTED CANCER,617,575,42,0.93192868719610999,ALL CANCERS TWO WEEK WAIT,2020-04-01
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",ALL SUSPECTED CANCER,418,329,89,0.78708133971291905,ALL CANCERS TWO WEEK WAIT,2020-04-01
08G,NHS HILLINGDON CCG,ALL SUSPECTED CANCER,311,231,80,0.74276527331189701,ALL CANCERS TWO WEEK WAIT,2020-04-01
07Y,NHS HOUNSLOW CCG,ALL SUSPECTED CANCER,272,244,28,0.89705882352941202,ALL CANCERS TWO WEEK WAIT,2020-04-01
03F,NHS HULL CCG,ALL SUSPECTED CANCER,310,291,19,0.93870967741935496,ALL CANCERS TWO WEEK WAIT,2020-04-01
06L,NHS IPSWICH AND EAST SUFFOLK CCG,ALL SUSPECTED CANCER,614,578,36,0.94136807817589596,ALL CANCERS TWO WEEK WAIT,2020-04-01
10L,NHS ISLE OF WIGHT CCG,ALL SUSPECTED CANCER,173,152,21,0.87861271676300601,ALL CANCERS TWO WEEK WAIT,2020-04-01
91Q,NHS KENT AND MEDWAY CCG,ALL SUSPECTED CANCER,2639,2482,157,0.94050776809397496,ALL CANCERS TWO WEEK WAIT,2020-04-01
11N,NHS KERNOW CCG,ALL SUSPECTED CANCER,239,224,15,0.93723849372384904,ALL CANCERS TWO WEEK WAIT,2020-04-01
01J,NHS KNOWSLEY CCG,ALL SUSPECTED CANCER,220,202,18,0.91818181818181799,ALL CANCERS TWO WEEK WAIT,2020-04-01
15F,NHS LEEDS CCG,ALL SUSPECTED CANCER,1229,1050,179,0.85435313262815304,ALL CANCERS TWO WEEK WAIT,2020-04-01
04C,NHS LEICESTER CITY CCG,ALL SUSPECTED CANCER,356,304,52,0.85393258426966301,ALL CANCERS TWO WEEK WAIT,2020-04-01
71E,NHS LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,1447,1231,216,0.85072563925362799,ALL CANCERS TWO WEEK WAIT,2020-04-01
99A,NHS LIVERPOOL CCG,ALL SUSPECTED CANCER,705,667,38,0.94609929078014199,ALL CANCERS TWO WEEK WAIT,2020-04-01
06P,NHS LUTON CCG,ALL SUSPECTED CANCER,194,182,12,0.93814432989690699,ALL CANCERS TWO WEEK WAIT,2020-04-01
14L,NHS MANCHESTER CCG,ALL SUSPECTED CANCER,934,758,176,0.81156316916488203,ALL CANCERS TWO WEEK WAIT,2020-04-01
06Q,NHS MID ESSEX CCG,ALL SUSPECTED CANCER,580,454,126,,ALL CANCERS TWO WEEK WAIT,2020-04-01
04F,NHS MILTON KEYNES CCG,ALL SUSPECTED CANCER,338,298,40,0.88165680473372798,ALL CANCERS TWO WEEK WAIT,2020-04-01
01K,NHS MORECAMBE BAY CCG,ALL SUSPECTED CANCER,487,429,58,0.88090349075975405,ALL CANCERS TWO WEEK WAIT,2020-04-01
13T,NHS NEWCASTLE GATESHEAD CCG,ALL SUSPECTED CANCER,616,494,122,0.80194805194805197,ALL CANCERS TWO WEEK WAIT,2020-04-01
08M,NHS NEWHAM CCG,ALL SUSPECTED CANCER,357,316,41,0.88515406162465005,ALL CANCERS TWO WEEK WAIT,2020-04-01
26A,NHS NORFOLK AND WAVENEY CCG,ALL SUSPECTED CANCER,1365,1156,209,0.84688644688644699,ALL CANCERS TWO WEEK WAIT,2020-04-01
93C,NHS NORTH CENTRAL LONDON CCG,ALL SUSPECTED CANCER,2061,1759,302,0.85346918971373098,ALL CANCERS TWO WEEK WAIT,2020-04-01
01H,NHS NORTH CUMBRIA CCG,ALL SUSPECTED CANCER,510,481,29,0.94313725490196099,ALL CANCERS TWO WEEK WAIT,2020-04-01
06T,NHS NORTH EAST ESSEX CCG,ALL SUSPECTED CANCER,645,564,81,0.87441860465116295,ALL CANCERS TWO WEEK WAIT,2020-04-01
99M,NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG,ALL SUSPECTED CANCER,221,211,10,0.95475113122171995,ALL CANCERS TWO WEEK WAIT,2020-04-01
03H,NHS NORTH EAST LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,170,160,10,0.94117647058823495,ALL CANCERS TWO WEEK WAIT,2020-04-01
10J,NHS NORTH HAMPSHIRE CCG,ALL SUSPECTED CANCER,229,220,9,,ALL CANCERS TWO WEEK WAIT,2020-04-01
03J,NHS NORTH KIRKLEES CCG,ALL SUSPECTED CANCER,263,239,24,0.90874524714828897,ALL CANCERS TWO WEEK WAIT,2020-04-01
03K,NHS NORTH LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,224,217,7,0.96875,ALL CANCERS TWO WEEK WAIT,2020-04-01
05G,NHS NORTH STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,358,325,33,0.90782122905027895,ALL CANCERS TWO WEEK WAIT,2020-04-01
99C,NHS NORTH TYNESIDE CCG,ALL SUSPECTED CANCER,373,316,57,0.84718498659517405,ALL CANCERS TWO WEEK WAIT,2020-04-01
42D,NHS NORTH YORKSHIRE CCG,ALL SUSPECTED CANCER,615,541,74,0.879674796747967,ALL CANCERS TWO WEEK WAIT,2020-04-01
78H,NHS NORTHAMPTONSHIRE CCG,ALL SUSPECTED CANCER,904,778,126,,ALL CANCERS TWO WEEK WAIT,2020-04-01
00L,NHS NORTHUMBERLAND CCG,ALL SUSPECTED CANCER,634,573,61,0.90378548895899102,ALL CANCERS TWO WEEK WAIT,2020-04-01
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,ALL SUSPECTED CANCER,1522,1342,180,0.88173455978975002,ALL CANCERS TWO WEEK WAIT,2020-04-01
00Y,NHS OLDHAM CCG,ALL SUSPECTED CANCER,522,416,106,0.79693486590038298,ALL CANCERS TWO WEEK WAIT,2020-04-01
10Q,NHS OXFORDSHIRE CCG,ALL SUSPECTED CANCER,850,771,79,0.90705882352941203,ALL CANCERS TWO WEEK WAIT,2020-04-01
10R,NHS PORTSMOUTH CCG,ALL SUSPECTED CANCER,238,219,19,0.92016806722689104,ALL CANCERS TWO WEEK WAIT,2020-04-01
08N,NHS REDBRIDGE CCG,ALL SUSPECTED CANCER,353,248,105,0.70254957507082105,ALL CANCERS TWO WEEK WAIT,2020-04-01
03L,NHS ROTHERHAM CCG,ALL SUSPECTED CANCER,402,280,122,0.69651741293532299,ALL CANCERS TWO WEEK WAIT,2020-04-01
01G,NHS SALFORD CCG,ALL SUSPECTED CANCER,340,314,26,0.92352941176470604,ALL CANCERS TWO WEEK WAIT,2020-04-01
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,ALL SUSPECTED CANCER,591,541,50,0.91539763113367201,ALL CANCERS TWO WEEK WAIT,2020-04-01
03N,NHS SHEFFIELD CCG,ALL SUSPECTED CANCER,743,702,41,0.94481830417227497,ALL CANCERS TWO WEEK WAIT,2020-04-01
05N,NHS SHROPSHIRE CCG,ALL SUSPECTED CANCER,509,437,72,0.85854616895874303,ALL CANCERS TWO WEEK WAIT,2020-04-01
11X,NHS SOMERSET CCG,ALL SUSPECTED CANCER,888,756,132,0.85135135135135098,ALL CANCERS TWO WEEK WAIT,2020-04-01
72Q,NHS SOUTH EAST LONDON CCG,ALL SUSPECTED CANCER,2437,2143,294,0.87935986869101401,ALL CANCERS TWO WEEK WAIT,2020-04-01
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,ALL SUSPECTED CANCER,281,238,43,0.84697508896797202,ALL CANCERS TWO WEEK WAIT,2020-04-01
10V,NHS SOUTH EASTERN HAMPSHIRE CCG,ALL SUSPECTED CANCER,230,217,13,0.94347826086956499,ALL CANCERS TWO WEEK WAIT,2020-04-01
01T,NHS SOUTH SEFTON CCG,ALL SUSPECTED CANCER,231,216,15,0.93506493506493504,ALL CANCERS TWO WEEK WAIT,2020-04-01
00N,NHS SOUTH TYNESIDE CCG,ALL SUSPECTED CANCER,206,185,21,0.89805825242718496,ALL CANCERS TWO WEEK WAIT,2020-04-01
05R,NHS SOUTH WARWICKSHIRE CCG,ALL SUSPECTED CANCER,352,284,68,0.80681818181818199,ALL CANCERS TWO WEEK WAIT,2020-04-01
36L,NHS SOUTH WEST LONDON CCG,ALL SUSPECTED CANCER,1858,1780,78,0.95801937567276596,ALL CANCERS TWO WEEK WAIT,2020-04-01
10X,NHS SOUTHAMPTON CCG,ALL SUSPECTED CANCER,275,263,12,0.95636363636363597,ALL CANCERS TWO WEEK WAIT,2020-04-01
99G,NHS SOUTHEND CCG,ALL SUSPECTED CANCER,221,206,15,,ALL CANCERS TWO WEEK WAIT,2020-04-01
01V,NHS SOUTHPORT AND FORMBY CCG,ALL SUSPECTED CANCER,196,185,11,0.94387755102040805,ALL CANCERS TWO WEEK WAIT,2020-04-01
01X,NHS ST HELENS CCG,ALL SUSPECTED CANCER,280,247,33,0.88214285714285701,ALL CANCERS TWO WEEK WAIT,2020-04-01
05V,NHS STAFFORD AND SURROUNDS CCG,ALL SUSPECTED CANCER,290,270,20,0.931034482758621,ALL CANCERS TWO WEEK WAIT,2020-04-01
01W,NHS STOCKPORT CCG,ALL SUSPECTED CANCER,549,483,66,0.87978142076502697,ALL CANCERS TWO WEEK WAIT,2020-04-01
05W,NHS STOKE ON TRENT CCG,ALL SUSPECTED CANCER,470,431,39,0.91702127659574495,ALL CANCERS TWO WEEK WAIT,2020-04-01
00P,NHS SUNDERLAND CCG,ALL SUSPECTED CANCER,414,370,44,0.893719806763285,ALL CANCERS TWO WEEK WAIT,2020-04-01
92A,NHS SURREY HEARTLANDS CCG,ALL SUSPECTED CANCER,1677,1516,161,0.90399522957662504,ALL CANCERS TWO WEEK WAIT,2020-04-01
10C,NHS SURREY HEATH CCG,ALL SUSPECTED CANCER,104,98,6,0.94230769230769196,ALL CANCERS TWO WEEK WAIT,2020-04-01
01Y,NHS TAMESIDE AND GLOSSOP CCG,ALL SUSPECTED CANCER,368,352,16,0.95652173913043503,ALL CANCERS TWO WEEK WAIT,2020-04-01
16C,NHS TEES VALLEY CCG,ALL SUSPECTED CANCER,725,651,74,0.89793103448275902,ALL CANCERS TWO WEEK WAIT,2020-04-01
05X,NHS TELFORD AND WREKIN CCG,ALL SUSPECTED CANCER,301,236,65,0.78405315614617899,ALL CANCERS TWO WEEK WAIT,2020-04-01
07G,NHS THURROCK CCG,ALL SUSPECTED CANCER,207,192,15,,ALL CANCERS TWO WEEK WAIT,2020-04-01
08V,NHS TOWER HAMLETS CCG,ALL SUSPECTED CANCER,288,215,73,0.74652777777777801,ALL CANCERS TWO WEEK WAIT,2020-04-01
02A,NHS TRAFFORD CCG,ALL SUSPECTED CANCER,346,298,48,0.86127167630057799,ALL CANCERS TWO WEEK WAIT,2020-04-01
03Q,NHS VALE OF YORK CCG,ALL SUSPECTED CANCER,414,371,43,0.89613526570048296,ALL CANCERS TWO WEEK WAIT,2020-04-01
03R,NHS WAKEFIELD CCG,ALL SUSPECTED CANCER,606,572,34,0.94389438943894399,ALL CANCERS TWO WEEK WAIT,2020-04-01
05Y,NHS WALSALL CCG,ALL SUSPECTED CANCER,334,311,23,0.93113772455089805,ALL CANCERS TWO WEEK WAIT,2020-04-01
08W,NHS WALTHAM FOREST CCG,ALL SUSPECTED CANCER,390,350,40,0.89743589743589702,ALL CANCERS TWO WEEK WAIT,2020-04-01
02E,NHS WARRINGTON CCG,ALL SUSPECTED CANCER,358,341,17,,ALL CANCERS TWO WEEK WAIT,2020-04-01
05H,NHS WARWICKSHIRE NORTH CCG,ALL SUSPECTED CANCER,270,245,25,0.907407407407407,ALL CANCERS TWO WEEK WAIT,2020-04-01
07H,NHS WEST ESSEX CCG,ALL SUSPECTED CANCER,580,495,85,0.85344827586206895,ALL CANCERS TWO WEEK WAIT,2020-04-01
11A,NHS WEST HAMPSHIRE CCG,ALL SUSPECTED CANCER,895,810,85,,ALL CANCERS TWO WEEK WAIT,2020-04-01
02G,NHS WEST LANCASHIRE CCG,ALL SUSPECTED CANCER,198,191,7,0.96464646464646497,ALL CANCERS TWO WEEK WAIT,2020-04-01
04V,NHS WEST LEICESTERSHIRE CCG,ALL SUSPECTED CANCER,570,504,66,0.884210526315789,ALL CANCERS TWO WEEK WAIT,2020-04-01
08Y,NHS WEST LONDON CCG,ALL SUSPECTED CANCER,269,255,14,0.94795539033457299,ALL CANCERS TWO WEEK WAIT,2020-04-01
07K,NHS WEST SUFFOLK CCG,ALL SUSPECTED CANCER,263,236,27,0.89733840304182499,ALL CANCERS TWO WEEK WAIT,2020-04-01
70F,NHS WEST SUSSEX CCG,ALL SUSPECTED CANCER,1523,1274,249,0.83650689428758995,ALL CANCERS TWO WEEK WAIT,2020-04-01
02H,NHS WIGAN BOROUGH CCG,ALL SUSPECTED CANCER,465,409,56,0.87956989247311801,ALL CANCERS TWO WEEK WAIT,2020-04-01
12F,NHS WIRRAL CCG,ALL SUSPECTED CANCER,662,468,194,0.70694864048338402,ALL CANCERS TWO WEEK WAIT,2020-04-01
06A,NHS WOLVERHAMPTON CCG,ALL SUSPECTED CANCER,304,288,16,0.94736842105263197,ALL CANCERS TWO WEEK WAIT,2020-04-01
UNKNOWN,UNKNOWN,ALL SUSPECTED CANCER,245,201,44,0.82040816326530597,ALL CANCERS TWO WEEK WAIT,2020-04-01
13Q,NATIONAL COMMISSIONING HUB 1,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,13,12,1,0.92307692307692302,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
07L,NHS BARKING AND DAGENHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,4,3,1,0.75,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
02P,NHS BARNSLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,17,16,1,0.94117647058823495,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
99E,NHS BASILDON AND BRENTWOOD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,1,0,1,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
02Q,NHS BASSETLAW CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,5,4,1,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,29,27,2,0.931034482758621,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
06F,NHS BEDFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,18,9,9,0.5,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
15A,NHS BERKSHIRE WEST CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,31,30,1,0.967741935483871,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,108,76,32,0.70370370370370405,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
00Q,NHS BLACKBURN WITH DARWEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,28,28,0,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
00R,NHS BLACKPOOL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,13,9,4,0.69230769230769196,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
00T,NHS BOLTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,30,29,1,0.96666666666666701,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,24,22,2,0.91666666666666696,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
07P,NHS BRENT CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,18,16,2,0.88888888888888895,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
09D,NHS BRIGHTON AND HOVE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,25,22,3,0.88,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,19,15,4,0.78947368421052599,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
14Y,NHS BUCKINGHAMSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,65,28,37,0.43076923076923102,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
00V,NHS BURY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,7,7,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
02T,NHS CALDERDALE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,12,12,0,1,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,41,35,6,0.85365853658536595,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
04Y,NHS CANNOCK CHASE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,20,15,5,0.75,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,3,2,1,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,10,5,5,0.5,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
27D,NHS CHESHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,27,25,2,0.92592592592592604,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,13,11,2,0.84615384615384603,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2020-04-01
