ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
01A,NHS EAST LANCASHIRE CCG,ALL SUSPECTED CANCER,1468,1344,124,,ALL CANCERS TWO WEEK WAIT,2021-09-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,ALL SUSPECTED CANCER,1386,1178,208,0.84992784992785,ALL CANCERS TWO WEEK WAIT,2021-09-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,ALL SUSPECTED CANCER,1166,1023,143,0.877358490566038,ALL CANCERS TWO WEEK WAIT,2021-09-01
05D,NHS EAST STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,544,361,183,0.663602941176471,ALL CANCERS TWO WEEK WAIT,2021-09-01
97R,NHS EAST SUSSEX CCG,ALL SUSPECTED CANCER,2989,2875,114,0.961860153897625,ALL CANCERS TWO WEEK WAIT,2021-09-01
D4U1Y,NHS FRIMLEY CCG,ALL SUSPECTED CANCER,2289,1902,387,0.830930537352556,ALL CANCERS TWO WEEK WAIT,2021-09-01
02M,NHS FYLDE AND WYRE CCG,ALL SUSPECTED CANCER,956,877,79,0.917364016736402,ALL CANCERS TWO WEEK WAIT,2021-09-01
11M,NHS GLOUCESTERSHIRE CCG,ALL SUSPECTED CANCER,2034,1868,166,0.918387413962635,ALL CANCERS TWO WEEK WAIT,2021-09-01
01E,NHS GREATER PRESTON CCG,ALL SUSPECTED CANCER,1041,968,73,0.929875120076849,ALL CANCERS TWO WEEK WAIT,2021-09-01
01F,NHS HALTON CCG,ALL SUSPECTED CANCER,586,531,55,0.906143344709898,ALL CANCERS TWO WEEK WAIT,2021-09-01
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",ALL SUSPECTED CANCER,6186,5371,815,0.868250889104429,ALL CANCERS TWO WEEK WAIT,2021-09-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,ALL SUSPECTED CANCER,3348,2285,1063,0.682497013142174,ALL CANCERS TWO WEEK WAIT,2021-09-01
06N,NHS HERTS VALLEYS CCG,ALL SUSPECTED CANCER,2265,1745,520,0.770419426048565,ALL CANCERS TWO WEEK WAIT,2021-09-01
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",ALL SUSPECTED CANCER,1076,912,164,0.847583643122677,ALL CANCERS TWO WEEK WAIT,2021-09-01
03F,NHS HULL CCG,ALL SUSPECTED CANCER,961,843,118,0.877211238293444,ALL CANCERS TWO WEEK WAIT,2021-09-01
06L,NHS IPSWICH AND EAST SUFFOLK CCG,ALL SUSPECTED CANCER,1945,1238,707,0.636503856041131,ALL CANCERS TWO WEEK WAIT,2021-09-01
91Q,NHS KENT AND MEDWAY CCG,ALL SUSPECTED CANCER,8251,7903,348,0.957823294146164,ALL CANCERS TWO WEEK WAIT,2021-09-01
11N,NHS KERNOW CCG,ALL SUSPECTED CANCER,2786,2571,215,0.922828427853553,ALL CANCERS TWO WEEK WAIT,2021-09-01
X2C4Y,NHS KIRKLEES CCG,ALL SUSPECTED CANCER,1657,1478,179,0.891973445986723,ALL CANCERS TWO WEEK WAIT,2021-09-01
01J,NHS KNOWSLEY CCG,ALL SUSPECTED CANCER,792,714,78,0.901515151515151,ALL CANCERS TWO WEEK WAIT,2021-09-01
15F,NHS LEEDS CCG,ALL SUSPECTED CANCER,3749,2986,763,0.796479061082955,ALL CANCERS TWO WEEK WAIT,2021-09-01
04C,NHS LEICESTER CITY CCG,ALL SUSPECTED CANCER,1179,1004,175,0.851569126378287,ALL CANCERS TWO WEEK WAIT,2021-09-01
71E,NHS LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,3489,2529,960,0.724849527085125,ALL CANCERS TWO WEEK WAIT,2021-09-01
99A,NHS LIVERPOOL CCG,ALL SUSPECTED CANCER,2227,2098,129,0.94207453973956,ALL CANCERS TWO WEEK WAIT,2021-09-01
14L,NHS MANCHESTER CCG,ALL SUSPECTED CANCER,2228,1925,303,0.864003590664273,ALL CANCERS TWO WEEK WAIT,2021-09-01
06Q,NHS MID ESSEX CCG,ALL SUSPECTED CANCER,1796,1669,127,,ALL CANCERS TWO WEEK WAIT,2021-09-01
01K,NHS MORECAMBE BAY CCG,ALL SUSPECTED CANCER,1519,1398,121,0.920342330480579,ALL CANCERS TWO WEEK WAIT,2021-09-01
13T,NHS NEWCASTLE GATESHEAD CCG,ALL SUSPECTED CANCER,1792,1337,455,0.74609375,ALL CANCERS TWO WEEK WAIT,2021-09-01
26A,NHS NORFOLK AND WAVENEY CCG,ALL SUSPECTED CANCER,4608,3253,1355,0.705946180555556,ALL CANCERS TWO WEEK WAIT,2021-09-01
93C,NHS NORTH CENTRAL LONDON CCG,ALL SUSPECTED CANCER,6331,5208,1123,0.822618859579845,ALL CANCERS TWO WEEK WAIT,2021-09-01
01H,NHS NORTH CUMBRIA CCG,ALL SUSPECTED CANCER,1208,951,257,0.787251655629139,ALL CANCERS TWO WEEK WAIT,2021-09-01
06T,NHS NORTH EAST ESSEX CCG,ALL SUSPECTED CANCER,1938,1371,567,0.707430340557275,ALL CANCERS TWO WEEK WAIT,2021-09-01
03H,NHS NORTH EAST LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,494,485,9,0.981781376518219,ALL CANCERS TWO WEEK WAIT,2021-09-01
A3A8R,NHS NORTH EAST LONDON CCG,ALL SUSPECTED CANCER,6793,6189,604,0.911084940379803,ALL CANCERS TWO WEEK WAIT,2021-09-01
03K,NHS NORTH LINCOLNSHIRE CCG,ALL SUSPECTED CANCER,550,526,24,0.956363636363636,ALL CANCERS TWO WEEK WAIT,2021-09-01
05G,NHS NORTH STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,1008,705,303,0.699404761904762,ALL CANCERS TWO WEEK WAIT,2021-09-01
99C,NHS NORTH TYNESIDE CCG,ALL SUSPECTED CANCER,909,742,167,0.816281628162816,ALL CANCERS TWO WEEK WAIT,2021-09-01
W2U3Z,NHS NORTH WEST LONDON CCG,ALL SUSPECTED CANCER,8351,7445,906,0.891509998802539,ALL CANCERS TWO WEEK WAIT,2021-09-01
42D,NHS NORTH YORKSHIRE CCG,ALL SUSPECTED CANCER,1740,1571,169,0.902873563218391,ALL CANCERS TWO WEEK WAIT,2021-09-01
78H,NHS NORTHAMPTONSHIRE CCG,ALL SUSPECTED CANCER,2581,2372,209,,ALL CANCERS TWO WEEK WAIT,2021-09-01
00L,NHS NORTHUMBERLAND CCG,ALL SUSPECTED CANCER,1435,1199,236,0.835540069686411,ALL CANCERS TWO WEEK WAIT,2021-09-01
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,ALL SUSPECTED CANCER,4082,3663,419,0.897354238118569,ALL CANCERS TWO WEEK WAIT,2021-09-01
00Y,NHS OLDHAM CCG,ALL SUSPECTED CANCER,970,874,96,0.901030927835052,ALL CANCERS TWO WEEK WAIT,2021-09-01
10Q,NHS OXFORDSHIRE CCG,ALL SUSPECTED CANCER,2307,2070,237,0.897269180754226,ALL CANCERS TWO WEEK WAIT,2021-09-01
10R,NHS PORTSMOUTH CCG,ALL SUSPECTED CANCER,588,569,19,0.967687074829932,ALL CANCERS TWO WEEK WAIT,2021-09-01
03L,NHS ROTHERHAM CCG,ALL SUSPECTED CANCER,908,840,68,0.92511013215859,ALL CANCERS TWO WEEK WAIT,2021-09-01
01G,NHS SALFORD CCG,ALL SUSPECTED CANCER,1005,782,223,0.778109452736318,ALL CANCERS TWO WEEK WAIT,2021-09-01
03N,NHS SHEFFIELD CCG,ALL SUSPECTED CANCER,1933,1765,168,0.913088463528195,ALL CANCERS TWO WEEK WAIT,2021-09-01
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",ALL SUSPECTED CANCER,2325,2016,309,0.867096774193548,ALL CANCERS TWO WEEK WAIT,2021-09-01
11X,NHS SOMERSET CCG,ALL SUSPECTED CANCER,2361,1997,364,0.84582803896654,ALL CANCERS TWO WEEK WAIT,2021-09-01
72Q,NHS SOUTH EAST LONDON CCG,ALL SUSPECTED CANCER,7834,6548,1286,0.835843757978044,ALL CANCERS TWO WEEK WAIT,2021-09-01
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,ALL SUSPECTED CANCER,981,728,253,0.742099898063201,ALL CANCERS TWO WEEK WAIT,2021-09-01
01T,NHS SOUTH SEFTON CCG,ALL SUSPECTED CANCER,840,764,76,0.90952380952381,ALL CANCERS TWO WEEK WAIT,2021-09-01
00N,NHS SOUTH TYNESIDE CCG,ALL SUSPECTED CANCER,647,542,105,0.837712519319938,ALL CANCERS TWO WEEK WAIT,2021-09-01
36L,NHS SOUTH WEST LONDON CCG,ALL SUSPECTED CANCER,5793,5246,547,0.905575694804074,ALL CANCERS TWO WEEK WAIT,2021-09-01
99G,NHS SOUTHEND CCG,ALL SUSPECTED CANCER,751,540,211,,ALL CANCERS TWO WEEK WAIT,2021-09-01
01V,NHS SOUTHPORT AND FORMBY CCG,ALL SUSPECTED CANCER,720,579,141,0.804166666666667,ALL CANCERS TWO WEEK WAIT,2021-09-01
01X,NHS ST HELENS CCG,ALL SUSPECTED CANCER,948,861,87,0.908227848101266,ALL CANCERS TWO WEEK WAIT,2021-09-01
05V,NHS STAFFORD AND SURROUNDS CCG,ALL SUSPECTED CANCER,848,573,275,0.675707547169811,ALL CANCERS TWO WEEK WAIT,2021-09-01
01W,NHS STOCKPORT CCG,ALL SUSPECTED CANCER,1403,1042,361,0.742694226657163,ALL CANCERS TWO WEEK WAIT,2021-09-01
05W,NHS STOKE ON TRENT CCG,ALL SUSPECTED CANCER,1430,996,434,0.696503496503497,ALL CANCERS TWO WEEK WAIT,2021-09-01
00P,NHS SUNDERLAND CCG,ALL SUSPECTED CANCER,1180,1095,85,0.927966101694915,ALL CANCERS TWO WEEK WAIT,2021-09-01
92A,NHS SURREY HEARTLANDS CCG,ALL SUSPECTED CANCER,4373,4049,324,0.92590898696547,ALL CANCERS TWO WEEK WAIT,2021-09-01
01Y,NHS TAMESIDE AND GLOSSOP CCG,ALL SUSPECTED CANCER,1121,1071,50,0.955396966993756,ALL CANCERS TWO WEEK WAIT,2021-09-01
16C,NHS TEES VALLEY CCG,ALL SUSPECTED CANCER,2486,2202,284,0.885760257441673,ALL CANCERS TWO WEEK WAIT,2021-09-01
07G,NHS THURROCK CCG,ALL SUSPECTED CANCER,565,414,151,,ALL CANCERS TWO WEEK WAIT,2021-09-01
02A,NHS TRAFFORD CCG,ALL SUSPECTED CANCER,1068,965,103,0.903558052434457,ALL CANCERS TWO WEEK WAIT,2021-09-01
03Q,NHS VALE OF YORK CCG,ALL SUSPECTED CANCER,1124,1057,67,0.940391459074733,ALL CANCERS TWO WEEK WAIT,2021-09-01
03R,NHS WAKEFIELD CCG,ALL SUSPECTED CANCER,1610,1216,394,0.75527950310559,ALL CANCERS TWO WEEK WAIT,2021-09-01
02E,NHS WARRINGTON CCG,ALL SUSPECTED CANCER,944,908,36,,ALL CANCERS TWO WEEK WAIT,2021-09-01
07H,NHS WEST ESSEX CCG,ALL SUSPECTED CANCER,1261,830,431,0.658207771609833,ALL CANCERS TWO WEEK WAIT,2021-09-01
02G,NHS WEST LANCASHIRE CCG,ALL SUSPECTED CANCER,613,496,117,0.809135399673736,ALL CANCERS TWO WEEK WAIT,2021-09-01
04V,NHS WEST LEICESTERSHIRE CCG,ALL SUSPECTED CANCER,1571,1336,235,0.850413749204328,ALL CANCERS TWO WEEK WAIT,2021-09-01
07K,NHS WEST SUFFOLK CCG,ALL SUSPECTED CANCER,1068,695,373,0.650749063670412,ALL CANCERS TWO WEEK WAIT,2021-09-01
70F,NHS WEST SUSSEX CCG,ALL SUSPECTED CANCER,4123,2760,1363,0.669415474169294,ALL CANCERS TWO WEEK WAIT,2021-09-01
02H,NHS WIGAN BOROUGH CCG,ALL SUSPECTED CANCER,1429,1303,126,0.911826452064381,ALL CANCERS TWO WEEK WAIT,2021-09-01
12F,NHS WIRRAL CCG,ALL SUSPECTED CANCER,1631,1556,75,0.954015941140405,ALL CANCERS TWO WEEK WAIT,2021-09-01
UNKNOWN,UNKNOWN,ALL SUSPECTED CANCER,643,517,126,0.804043545878694,ALL CANCERS TWO WEEK WAIT,2021-09-01
13Q,NATIONAL COMMISSIONING HUB 1,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,8,4,4,0.5,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
02P,NHS BARNSLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,84,80,4,0.952380952380952,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
99E,NHS BASILDON AND BRENTWOOD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,35,30,5,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
02Q,NHS BASSETLAW CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,30,25,5,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,192,179,13,0.932291666666667,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,185,136,49,0.735135135135135,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
15A,NHS BERKSHIRE WEST CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,138,135,3,0.978260869565217,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,107,96,11,0.897196261682243,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,336,207,129,0.616071428571429,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
00Q,NHS BLACKBURN WITH DARWEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,58,57,1,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
00R,NHS BLACKPOOL CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,76,73,3,0.960526315789474,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
00T,NHS BOLTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,82,25,57,0.304878048780488,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,280,276,4,0.985714285714286,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
09D,NHS BRIGHTON AND HOVE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,94,90,4,0.957446808510638,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,134,101,33,0.753731343283582,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
14Y,NHS BUCKINGHAMSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,38,37,1,0.973684210526316,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
00V,NHS BURY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,64,32,32,0.5,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
02T,NHS CALDERDALE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,60,59,1,0.983333333333333,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,117,111,6,0.948717948717949,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
04Y,NHS CANNOCK CHASE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,19,15,4,0.789473684210526,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,42,39,3,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
27D,NHS CHESHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,80,66,14,0.825,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,41,31,10,0.75609756097561,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
84H,NHS COUNTY DURHAM CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,146,118,28,0.808219178082192,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,273,267,6,0.978021978021978,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
15M,NHS DERBY AND DERBYSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,155,140,15,0.903225806451613,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
15N,NHS DEVON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,225,88,137,0.391111111111111,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
02X,NHS DONCASTER CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,99,93,6,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
11J,NHS DORSET CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,70,41,29,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,126,121,5,0.96031746031746,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
01A,NHS EAST LANCASHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,97,92,5,,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,32,25,7,0.78125,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,86,46,40,0.534883720930233,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
05D,NHS EAST STAFFORDSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,36,34,2,0.944444444444444,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
97R,NHS EAST SUSSEX CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,191,185,6,0.968586387434555,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
D4U1Y,NHS FRIMLEY CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,124,121,3,0.975806451612903,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
02M,NHS FYLDE AND WYRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,62,61,1,0.983870967741935,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
11M,NHS GLOUCESTERSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,117,107,10,0.914529914529915,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
01E,NHS GREATER PRESTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,56,44,12,0.785714285714286,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
01F,NHS HALTON CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,38,37,1,0.973684210526316,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",Exhibited (non-cancer) breast symptoms - cancer not initially suspected,300,264,36,0.88,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,163,138,25,0.846625766871166,TWO WEEK WAIT-EXHIBITED BREAST SYMPTOMS (CANCER NOT INITIALLY SUSPECTED),2021-09-01
